Job,Joblink,Company,Company Link,Job Tags,Date Posted,Compensation
Business Development Executive,https://angel.co/company/zansys-technologies-2/jobs/523797-business-development-executive,Zansys Technologies,https://angel.co/company/zansys-technologies-2,"Full Time · Delhi · Business Development · Lead Generation · Inside Sales · Cold Calling
·



Posted
7 months
ago",,₹2L – ₹3.5L · No equity
Software Trainer Mysore Regioin,https://angel.co/company/campushiringcollege-com/jobs/626600-software-trainer-mysore-regioin,CampusHiringCollege.com,https://angel.co/company/campushiringcollege-com,"Contract · Mysuru · Software Engineer · SQL · C · Operating Systems · RDBMS · Full-Stack Java Developer
·



Posted
about 1 month
ago",,₹3L – ₹4L · No equity
Business Development Head,https://angel.co/company/campushiringcollege-com/jobs/567330-business-development-head,CampusHiringCollege.com,https://angel.co/company/campushiringcollege-com,"Full Time · Bengaluru · Business Development · Travel · Confidence · Communication Skills
·



Posted
5 months
ago",,"₹12,000 – ₹25,000 · No equity"
Partner / Co Founder,https://angel.co/company/campushiringcollege-com/jobs/431529-partner-co-founder,CampusHiringCollege.com,https://angel.co/company/campushiringcollege-com,"Cofounder · Remote possible · Bengaluru · Business Development
·



Posted
about 1 year
ago",,No salary · 35.0% – 36.0%
Business and Corporate Relationship Executive,https://angel.co/company/campushiringcollege-com/jobs/415282-business-and-corporate-relationship-executive,CampusHiringCollege.com,https://angel.co/company/campushiringcollege-com,"Full Time · Bengaluru · Business Development · Communication Skills · Presentable
·



Posted
about 1 year
ago",,"₹8,000 – ₹10,000 · 5.0% – 7.0%"
Business Development Executive,https://angel.co/company/campushiringcollege-com/jobs/414303-business-development-executive,CampusHiringCollege.com,https://angel.co/company/campushiringcollege-com,"Full Time · Bengaluru · Growth Hacker · Communication Skills · Challenger Based Selling
·



Posted
about 1 year
ago",,"₹10,000 – ₹12,000 · 10.0% – 20.0%"
Brand & Marketing Research Internship/Management Training,https://angel.co/company/loan-tube-1/jobs/626591-brand-marketing-research-internship-management-training,LoanTube,https://angel.co/company/loan-tube-1,"Full Time · India · Gurgaon · Marketing · Growth Hacker · Content Creator · Management · Market Research · Digital Marketing · Data Science · Analytical skills
·



Posted
about 1 month
ago",,₹1.2L – ₹2.4L · No equity
Internet Marketing Manager/ SEO Manager - Global FinTech startup,https://angel.co/company/loan-tube-1/jobs/515277-internet-marketing-manager-seo-manager-global-fintech-startup,LoanTube,https://angel.co/company/loan-tube-1,"Full Time · London · Gurgaon · Marketing · Growth Hacker · Marketing Manager · Internet Marketing · SEO/SEM · PPC · LINK BUILDING · Content Marketing · Digital Marketing · Google Analytics · Growth Hacking · Google Adwords
·



Posted
8 months
ago",,₹6L – ₹16L · 0.5% – 2.0%
CTO / VP of Engineering / Technical Lead - FinTech,https://angel.co/company/loan-tube-1/jobs/491210-cto-vp-of-engineering-technical-lead-fintech,LoanTube,https://angel.co/company/loan-tube-1,"Full Time · Gurgaon · Software Engineer · CTO · Backend Developer · jQuery · Machine Learning · AJAX · ASP.NET · Marketplaces · Artificial Intelligence · JSON · MVC Framework · C Sharp (C#) · AngularJS
·



Posted
9 months
ago",,₹12L – ₹22L · 0.5% – 2.0%
CTO / VP of Engineering / Technical Lead,https://angel.co/company/loan-tube-1/jobs/480622-cto-vp-of-engineering-technical-lead,LoanTube,https://angel.co/company/loan-tube-1,"Full Time · London · United Kingdom · Software Engineer · CTO · Engineering Manager · Software Engineering · Real Time Bidding · Software Architecture · Marketplaces · B2b Aggregators/marketplaces · C Sharp (C#) · C#.NET · FinTech · VP of Engineering
·



Posted
10 months
ago",,£24k – £48k · 0.5% – 4.0%
CEO / COO / Operations Head for global FinTech startup - A Real rate Loan Comparison marketplace,https://angel.co/company/loan-tube-1/jobs/384536-ceo-coo-operations-head-for-global-fintech-startup-a-real-rate-loan-comparison-marketplace,LoanTube,https://angel.co/company/loan-tube-1,"Full Time · London · United Kingdom · Operations · Business Development · CEO · Business Operations · COO · Start-Up CEO · FinTech · Consumer Lending · Head of Operations
·



Posted
over 1 year
ago",,£2k – £4k · 0.5% – 4.0%
Internet marketing manager / SEO manager,https://angel.co/company/loan-tube-1/jobs/354292-internet-marketing-manager-seo-manager,LoanTube,https://angel.co/company/loan-tube-1,"Full Time · India · Delhi · Marketing · Growth Hacker · Marketing Manager · Internet Marketing · SEO/SEM · Search Engine Optimization · Digital Marketing · Internet Marketing Strategy · Google Adwords
·



Posted
over 1 year
ago",,₹7.2L – ₹15L · 2.0% – 4.0%
Credit Risk Analyst/ Credit Risk Modelling- Consumer Lending,https://angel.co/company/loan-tube-1/jobs/335189-credit-risk-analyst-credit-risk-modelling-consumer-lending,LoanTube,https://angel.co/company/loan-tube-1,"Contract · Remote possible · London · United Kingdom · Product Manager · Data Scientist · Project Manager · Credit Underwriting · Credit & Risk Management · FinTech · Peer-to-Peer Lending · Loans · Consumer Lending · Personal loan · Private lender
·



Posted
over 1 year
ago",,£24k – £48k · 0.1% – 4.0%
Chief Information Officer/ Technical Head/ VP of Engineering,https://angel.co/company/loan-tube-1/jobs/277360-chief-information-officer-technical-head-vp-of-engineering,LoanTube,https://angel.co/company/loan-tube-1,"Full Time · London · United Kingdom · CTO · Software Engineering · C# · CIO · C#.NET · Credit Underwriting · FinTech · Loan Origination · Peer-to-Peer Lending · VP of Engineering
·



Posted
about 2 years
ago",,£24k – £48k · 0.1% – 2.0%
Chief Credit Risk Officer (Loan Comparison marketplace - LoanTube),https://angel.co/company/loan-tube-1/jobs/244819-chief-credit-risk-officer-loan-comparison-marketplace-loantube,LoanTube,https://angel.co/company/loan-tube-1,"Contract · Remote possible · United States · London · United Kingdom · Product Manager · Data Scientist · CEO · Credit Underwriting · Credit & Risk Management · FinTech · Peer-to-Peer Lending · Loans · Consumer Lending · Personal loan · Credit Risk Modelling · Private lender
·



Posted
over 2 years
ago",,$24k – $48k · 0.1% – 2.0%
CTO,https://angel.co/company/salescape/jobs/626571-cto,Salescape,https://angel.co/company/salescape,"Cofounder · Remote possible · Bengaluru · CTO · Full Stack Development · Backend Development · Frontend Development · System Integration
·



Posted
about 1 month
ago",,No salary · 2.5% – 5.0%
Mentor,https://angel.co/company/3-steps-ahead/jobs/626568-mentor,3 Steps ahead,https://angel.co/company/3-steps-ahead,"Internship · United Kingdom · Customer Service · Mentoring · Recruiting and Team Building · Autism Specialist · Autism Spectrum Disorders · Supportive
·



Posted
about 1 month
ago",,No salary · 1.0% – 2.0%
CTO,https://angel.co/company/3-steps-ahead/jobs/626465-cto,3 Steps ahead,https://angel.co/company/3-steps-ahead,"Cofounder · London · Bristol · CTO · Software Development · Start-Up CTO
·



Posted
about 1 month
ago",,No salary · 1.0% – 10.0%
Social Media Graphic Designer,https://angel.co/company/parati/jobs/626565-social-media-graphic-designer,Parati,https://angel.co/company/parati,"Full Time · Remote possible · Bengaluru · Gurgaon · Content Creator · Graphic Design · Social Media Marketing · Google Analytics
·



Posted
about 1 month
ago",,₹2.4L – ₹4.8L · 0.0% – 0.5%
Android Development Intern,https://angel.co/company/parati/jobs/588738-android-development-intern,Parati,https://angel.co/company/parati,"Internship · Remote possible · Bengaluru · Gurgaon · Mobile Developer · Android Application Development · Android Development
·



Posted
3 months
ago",,₹3L – ₹6L · No equity
Full Stack Android Developer - Equity heavy role,https://angel.co/company/parati/jobs/565457-full-stack-android-developer-equity-heavy-role,Parati,https://angel.co/company/parati,"Full Time · Remote possible · Bengaluru · Gurgaon · Full-Stack Developer · C# · Xamarin · Android Application Development · Java (Android SDK + Eclipse + Android Studio)
·



Posted
5 months
ago",,₹6L – ₹12L · 0.0% – 4.0%
Sr. Sales Manager/ BDM,https://angel.co/company/field-assist/jobs/626559-sr-sales-manager-bdm,FieldAssist,https://angel.co/company/field-assist,"Full Time · Remote possible · Gurgaon · Sales Manager
·



Posted
about 1 month
ago",,"₹50,000 – ₹10L · No equity"
Backend Developer,https://angel.co/company/field-assist/jobs/618387-backend-developer,FieldAssist,https://angel.co/company/field-assist,"Full Time · Remote possible · Gurgaon · Mobile Developer · Backend Developer · HTML · CSS · SQL · Networking · HTML5 & CSS3 · MVC Framework · NUnit
·



Posted
about 2 months
ago",,"₹40,000 – ₹80,000 · No equity"
QA Engineer (Manual),https://angel.co/company/field-assist/jobs/464187-qa-engineer-manual,FieldAssist,https://angel.co/company/field-assist,"Full Time · Gurgaon · QA Engineer
·



Posted
11 months
ago",,"₹30,000 – ₹35,000 · No equity"
Android Developer,https://angel.co/company/field-assist/jobs/347737-android-developer,FieldAssist,https://angel.co/company/field-assist,"Full Time · Gurgaon · Mobile Developer · Java · SQL · Android · OOP · Kotlin
·



Posted
over 1 year
ago",,₹6L – ₹9L · No equity
Customer Success Executive,https://angel.co/company/field-assist/jobs/212408-customer-success-executive,FieldAssist,https://angel.co/company/field-assist,"Full Time · Bengaluru · Gurgaon · Operations · Account Manager · Customer Service
·



Posted
over 2 years
ago",,₹3L – ₹4L · No equity
Inbound Sales Executive,https://angel.co/company/field-assist/jobs/192349-inbound-sales-executive,FieldAssist,https://angel.co/company/field-assist,"Full Time · Gurgaon · Business Development · MS Office · B2B Lead Generation · Excellent Oral and Written Communication 
·



Posted
almost 3 years
ago",,₹4.5L – ₹5L · No equity
Content Writer,https://angel.co/company/ukti-language-services/jobs/626554-content-writer,Ukti Language Services,https://angel.co/company/ukti-language-service,"Full Time · Delhi · Content Creator · Writing · Critical Thinking · Grammar · B2B Writing
·



Posted
about 1 month
ago",,₹2L – ₹5L · No equity
Content Editor,https://angel.co/company/ukti-language-services/jobs/490517-content-editor,Ukti Language Services,https://angel.co/company/ukti-language-service,"Full Time · Delhi · Content Creator · Content Marketing · Content Creation · Content Writing · Content Editing · Grammar
·



Posted
9 months
ago",,₹2L – ₹3L · No equity
Content Writing Intern,https://angel.co/company/ukti-language-services/jobs/439240-content-writing-intern,Ukti Language Services,https://angel.co/company/ukti-language-service,"Internship · Remote possible · New Delhi · Content Creator
·



Posted
about 1 year
ago",,No salary · No equity
Content Writing Intern,https://angel.co/company/ukti-language-services/jobs/439238-content-writing-intern,Ukti Language Services,https://angel.co/company/ukti-language-service,"Internship · New Delhi · Content Creator
·



Posted
about 1 year
ago",,No salary · No equity
Editing Intern,https://angel.co/company/ukti-language-services/jobs/439235-editing-intern,Ukti Language Services,https://angel.co/company/ukti-language-service,"Internship · New Delhi · Content Creator · Content Writing · Grammar Freak · Grammar and Spelling
·



Posted
about 1 year
ago",,No salary · No equity
Editor,https://angel.co/company/ukti-language-services/jobs/439234-editor,Ukti Language Services,https://angel.co/company/ukti-language-service,"Full Time · New Delhi · Content Creator · Content Writing · Copy Writing and Editing · English Grammar and Composition · Grammar and Spelling
·



Posted
about 1 year
ago",,₹1.2L – ₹2L · No equity
Software Engineer,https://angel.co/company/my-home-chef/jobs/626550-software-engineer,My Home Chef,https://angel.co/company/my-home-chef,"Cofounder · London · Software Engineer · Mobile Developer · CTO
·



Posted
about 1 month
ago",,No salary · 5.0% – 15.0%
Sales & Marketing manager,https://angel.co/company/ablio-1/jobs/626549-sales-marketing-manager,ablio,https://angel.co/company/ablio-1,"Full Time · Remote possible · Miami · London · Brasília · Sales Manager · Direct Marketing · Event Management · Excellent Communication Skills · Self Starter / Self Motivated 
·



Posted
about 1 month
ago",,$30k – $100k · 0.0% – 3.0%
Ecommerce Digital Marketing Executive,https://angel.co/company/mohanjodero/jobs/626532-ecommerce-digital-marketing-executive,Mohanjodero,https://angel.co/company/mohanjoder,"Full Time · Gurgaon · Business Development · Content Creator · SEO/SEM · PPC · SMM - SOCIAL MEDIA MARKETING · Google Analytics · Google Adwords
·



Posted
about 1 month
ago",,₹2L – ₹2.5L · No equity
Business Development & Marketing Intern,https://angel.co/company/veganza/jobs/626529-business-development-marketing-intern,Veganza,https://angel.co/company/veganza,"Internship · Bengaluru · Business Development · Growth Hacker · Business Analysis · Marketing Management · Analytical skills
·



Posted
about 1 month
ago",,"₹4,000 – ₹5,000 · No equity"
Content Creator Needed,https://angel.co/company/latest-phone-zone-1/jobs/626527-content-creator-needed,Latest Phone Zone,https://angel.co/company/latest-phone-zone-1,"Contract · Nigeria · Uk · Usa · Content Creator · Microsoft Office · Search Engine Optimization (SEO) · Excellent Communication Skills
·



Posted
about 1 month
ago",,$1k – $3k · No equity
Email Graphic Designer,https://angel.co/company/poso-services-2/jobs/626525-email-graphic-designer,Poso Services,https://angel.co/company/poso-services-2,"Full Time · Remote possible · India · UI/UX Designer · Graphic Design · UI/UX Design · Adobe Photoshop · Adobe Illustrator · Email Newsletters · Email Design
·



Posted
about 1 month
ago",,$4k – $10k · No equity
GIS Analyst,https://angel.co/company/fluidroboticsai/jobs/626520-gis-analyst,Fluid Robotics,https://angel.co/company/fluidroboticsai,"Full Time · Pune · Project Manager · Systems Engineer · PostgreSQL · Spatial Analysis · QGIS · GIS and Remote Sensing · Supervised and Unsupervised Learning · Machine Learning Data Science Python R
·



Posted
about 1 month
ago",,₹2L – ₹5L · No equity
Full Stack Engineer,https://angel.co/company/fluidroboticsai/jobs/324925-full-stack-engineer,Fluid Robotics,https://angel.co/company/fluidroboticsai,"Full Time · Pune · Backend Developer · Full-Stack Developer · Python · noSQL · Django · Node.js · RESTful Services · Image Processing · Ruby on Rails · React.js · Cloud Services Google/Firebase/AWS/Openshift
·



Posted
over 1 year
ago",,₹4.5L – ₹9L · No equity
"Software Engineer, Machine Learning",https://angel.co/company/fluidroboticsai/jobs/296273-software-engineer-machine-learning,Fluid Robotics,https://angel.co/company/fluidroboticsai,"Full Time · Pune · Software Engineer
·



Posted
almost 2 years
ago",,"₹6L – ₹10,000 · No equity"
Content Writter,https://angel.co/company/divine-infosec/jobs/626516-content-writter,Divine Infosec,https://angel.co/company/divine-infosec,"Internship · Remote possible · Raipur · Frontend Developer · Content Creator · Creative Writng
·



Posted
about 1 month
ago",,"₹50,000 – ₹70,000 · 1.0% – 10.0%"
AI engineer,https://angel.co/company/i-stem/jobs/626514-ai-engineer,I-Stem,https://angel.co/company/i-stem,"Full Time · Remote possible · India · Data Scientist · Software Engineering · Computer Vision · Natural Language Processing · Speech Recognition
·



Posted
about 1 month
ago",,₹9.6L – ₹12L · 1.0% – 2.0%
Full-stack web developer,https://angel.co/company/i-stem/jobs/502658-full-stack-web-developer,I-Stem,https://angel.co/company/i-stem,"Full Time · Remote possible · India · Full-Stack Developer · Software Engineering · Javascript · Machine Learning · Cloud Technologies · Web Accessibility · WCAG 2.0
·



Posted
9 months
ago",,₹9L – ₹10L · 0.0% – 2.0%
"Front End Vue JS, NUXT developer Intern",https://angel.co/company/marketxls-com/jobs/626511-front-end-vue-js-nuxt-developer-intern,marketxls.com,https://angel.co/company/marketxls-com,"Internship · Remote possible · India · Frontend Developer · Vue.Js · Nuxt.Js
·



Posted
about 1 month
ago",,"₹10,000 – ₹40,000 · No equity"
Senior Developer,https://angel.co/company/triny/jobs/626494-senior-developer,Triny,https://angel.co/company/triny,"Full Time · Noida · Software Engineer · MongoDB · Node.js · Heroku · React.js · AWS
·



Posted
about 1 month
ago",,₹4L – ₹9L · No equity
Full Stack Developer,https://angel.co/company/triny/jobs/589787-full-stack-developer,Triny,https://angel.co/company/triny,"Full Time · Delhi · Noida · New Delhi · Frontend Developer · Full-Stack Developer · Node.js · Heroku · React.js · AWS · React Native
·



Posted
3 months
ago",,₹1.8L – ₹6L · No equity
Senior Software Engineer,https://angel.co/company/optimized-electrotech/jobs/626476-senior-software-engineer,Optimized Electrotech,https://angel.co/company/optimized-electrotech,"Full Time · Bengaluru · Software Engineer
·



Posted
about 1 month
ago",,"₹9,000 – ₹12,000 · No equity"
Image Processing Engineer,https://angel.co/company/optimized-electrotech/jobs/623427-image-processing-engineer,Optimized Electrotech,https://angel.co/company/optimized-electrotech,"Full Time · Bengaluru · Software Engineer
·



Posted
about 1 month
ago",,"₹8,000 – ₹12,000 · No equity"
Automation QA Engineer,https://angel.co/company/softway-1/jobs/626472-automation-qa-engineer,Softway,https://angel.co/company/softway-1,"Full Time · Bengaluru · QA Engineer · Java · Software Testing · Selenium · Manual Testing
·



Posted
about 1 month
ago",,₹5L – ₹10L · No equity
Ruby on Rails Developer,https://angel.co/company/softway-1/jobs/604333-ruby-on-rails-developer,Softway,https://angel.co/company/softway-1,"Full Time · Bengaluru · Software Engineer
·



Posted
3 months
ago",,₹7L – ₹13L · No equity
Mobile Engineer at Softway,https://angel.co/company/softway-1/jobs/559641-mobile-engineer-at-softway,Softway,https://angel.co/company/softway-1,"Full Time · Bengaluru · Mobile Developer · Algorithms & Data Structures · Object Oriented Programming · Core Java · C/C++ and Java Coding and android/ios
·



Posted
5 months
ago",,₹4L – ₹10L · No equity
Software Engineer at Softway (Dot Net),https://angel.co/company/softway-1/jobs/530431-software-engineer-at-softway-dot-net,Softway,https://angel.co/company/softway-1,"Full Time · Bengaluru · Software Engineer · Mobile Developer · Backend Developer
·



Posted
7 months
ago",,₹4L – ₹8L · No equity
Business development and market analysis,https://angel.co/company/digital-flora/jobs/626460-business-development-and-market-analysis,Digital Flora,https://angel.co/company/digital-flora,"Internship · Chennai · Marketing · Operations · Business Development · Data Analysis · Business Strategy · Communication Skills
·



Posted
about 1 month
ago",,"₹5,000 – ₹6,000 · No equity"
PHP Developer,https://angel.co/company/empass-learning-private/jobs/626451-php-developer,Empass Learning,https://angel.co/company/empass-learning-private,"Full Time · Gurugram · Backend Developer · PHP Codeigniter · HTML/CSS/PHP/MYSQL/JAVASCRIPT/JQUERY/AJAX/ · RESTful API
·



Posted
about 1 month
ago",,"₹2,000 – ₹5,000 · No equity"
DATA ENTRY INTERN,https://angel.co/company/empass-learning-private/jobs/623285-data-entry-intern,Empass Learning,https://angel.co/company/empass-learning-private,"Internship · Gurgaon · Operations · MS Office · English language · Logical Reasoning
·



Posted
about 1 month
ago",,No salary · No equity
Software Tester,https://angel.co/company/empass-learning-private/jobs/414947-software-tester,Empass Learning,https://angel.co/company/empass-learning-private,"Full Time · Gurugram · QA Engineer
·



Posted
about 1 year
ago",,"₹5,000 – ₹5,000 · No equity"
HTML5 DEVELOPER,https://angel.co/company/empass-learning-private/jobs/343505-html5-developer,Empass Learning,https://angel.co/company/empass-learning-private,"Full Time · Delhi · Gurgaon · Noida · Frontend Developer · jQuery · Adobe Photoshop · HTML5 & CSS3 · Bootstrap · Mobile Responsive
·



Posted
over 1 year
ago",,₹1.5L – ₹3L · No equity
Full Stack Developer - 3+ yrs experienced in React.JS - Remote Work,https://angel.co/company/mavericks-biztech-1/jobs/626443-full-stack-developer-3-yrs-experienced-in-react-js-remote-work,Mavericks BizTech,https://angel.co/company/mavericks-biztech-1,"Full Time · Remote possible · Mumbai · Software Engineer · Full-Stack Developer · Full Stack Development · React.js · Full-Stack Web Development (Node/Redux/React)
·



Posted
about 1 month
ago",,₹6L – ₹7L · 0.5% – 1.0%
Senior NodeJS Developer,https://angel.co/company/cocoalabs-india-2/jobs/626440-senior-nodejs-developer,Cocoalabs India,https://angel.co/company/cocoalabs-india-2,"Full Time · Kochi · Software Engineer
·



Posted
about 1 month
ago",,"₹3,000 – ₹4,000 · No equity"
Senior Frontend Developer,https://angel.co/company/cocoalabs-india-2/jobs/626438-senior-frontend-developer,Cocoalabs India,https://angel.co/company/cocoalabs-india-2,"Full Time · Kochi · Frontend Developer
·



Posted
about 1 month
ago",,₹3L – ₹4.8L · No equity
Senior Frontend / Angular / React / Javascript Developer,https://angel.co/company/cocoalabs-india-2/jobs/626436-senior-frontend-angular-react-javascript-developer,Cocoalabs India,https://angel.co/company/cocoalabs-india-2,"Full Time · Ernakulam · Frontend Developer
·



Posted
about 1 month
ago",,₹3.6L – ₹4.8L · No equity
Bussiness Development Officer,https://angel.co/company/90-miles-straight-1/jobs/626431-bussiness-development-officer,90 Miles Straight,https://angel.co/company/90-miles-straight-1,"Full Time · Remote possible · Mumbai · Sales · Operations · CMO · Business Development · Marketing Strategy · Logistics · Transportation · Logistics and Supply Chain · SaaS Sales
·



Posted
about 1 month
ago",,₹2L – ₹5L · 1.0% – 10.0%
Full Stack Developer,https://angel.co/company/90-miles-straight-1/jobs/615404-full-stack-developer,90 Miles Straight,https://angel.co/company/90-miles-straight-1,"Full Time · Mumbai · Full-Stack Developer · Java · Javascript · HTML · CSS · jQuery · MongoDB · Scala · Play Framework · SCSS / SASS · AngularJS
·



Posted
about 2 months
ago",,₹4L – ₹10L · No equity
Taxation and Accounting Manager,https://angel.co/company/musejam/jobs/626430-taxation-and-accounting-manager,Musejam,https://angel.co/company/musejam,"Full Time · Delhi · Finance/Accounting · Accounting · Compliance · Tax preparation · Accounts/ Taxations/ Finance/ Audit · GST
·



Posted
about 1 month
ago",,₹3L – ₹4.5L · No equity
Digital Marketing & Sales - Fashion Industry,https://angel.co/company/musejam/jobs/532783-digital-marketing-sales-fashion-industry,Musejam,https://angel.co/company/musejam,"Full Time · Delhi · Marketing · Sales · Business Operations · Sales and Marketing · Digital Marketing
·



Posted
7 months
ago",,₹2.4L – ₹3.6L · No equity
Business Strategist / Developer / Researcher,https://angel.co/company/musejam/jobs/517685-business-strategist-developer-researcher,Musejam,https://angel.co/company/musejam,"Full Time · Delhi · Finance/Accounting · Operations · Business Analyst · Business Development · Business Strategy · Business Analysis · Business Research · Business/Financial Planning and Strategy
·



Posted
8 months
ago",,₹4L – ₹6L · No equity
Pedagogy Associate,https://angel.co/company/makkajai/jobs/626429-pedagogy-associate,makkajai,https://angel.co/company/makkajai,"Full Time · Pune · Designer · Game Design · Teaching. · Content Design · Early Childhood Education
·



Posted
about 1 month
ago",,₹3L – ₹6L · No equity
Software Engineer - Jr. SDE I,https://angel.co/company/makkajai/jobs/529704-software-engineer-jr-sde-i,makkajai,https://angel.co/company/makkajai,"Full Time · Pune · Software Engineer · C++ · Game Development · Unity3D · Unity
·



Posted
7 months
ago",,₹4L – ₹6L · No equity
Software Engineer - SDE II - Pune,https://angel.co/company/makkajai/jobs/529698-software-engineer-sde-ii-pune,makkajai,https://angel.co/company/makkajai,"Full Time · Pune · Mobile Developer · C++ · Full Stack Development · Unity · Cocos2d-X
·



Posted
7 months
ago",,₹12L – ₹15L · No equity
Software Engineer - SDE I - Pune,https://angel.co/company/makkajai/jobs/527523-software-engineer-sde-i-pune,makkajai,https://angel.co/company/makkajai,"Full Time · Pune · Software Engineer · C++ · Full Stack Development · Unity · Cocos2d-X
·



Posted
7 months
ago",,₹7L – ₹10L · No equity
Back-end engineer,https://angel.co/company/finmo-2/jobs/626428-back-end-engineer,Finmo,https://angel.co/company/finmo-2,"Full Time · London · Backend Developer · Python · PostgreSQL · AWS · Graph Ql
·



Posted
about 1 month
ago",,£40k – £60k · 0.1% – 0.25%
Head of Engineering,https://angel.co/company/finmo-2/jobs/618374-head-of-engineering,Finmo,https://angel.co/company/finmo-2,"Full Time · London · Engineering Manager · Python · Management · Product Development · Leadership · React.js · React Native · Python/Django/Flask · Graph Ql
·



Posted
about 2 months
ago",,£70k – £90k · 1.0% – 2.0%
Full Stack Developer,https://angel.co/company/yantranant/jobs/626425-full-stack-developer,Yantranant,https://angel.co/company/yantranant,"Full Time · Remote possible · Indore · Full-Stack Developer
·



Posted
about 1 month
ago",,"₹15,000 – ₹25,000 · No equity"
.Net Desktop Application Developer,https://angel.co/company/blackcoffer/jobs/626424-net-desktop-application-developer,Blackcoffer,https://angel.co/company/blackcoffer,"Full Time · Gurgaon · Software Engineer · C Sharp (C#) · Microsoft .NET · Desktop Application Development
·



Posted
about 1 month
ago",,₹4L – ₹8L · No equity
React Developer,https://angel.co/company/blackcoffer/jobs/624710-react-developer,Blackcoffer,https://angel.co/company/blackcoffer,"Full Time · Delhi · Frontend Developer · Full Stack Development · React.js
·



Posted
about 1 month
ago",,₹6L – ₹18L · No equity
Senior Full Stack Engineer (Integrations),https://angel.co/company/blackcoffer/jobs/616936-senior-full-stack-engineer-integrations,Blackcoffer,https://angel.co/company/blackcoffer,"Full Time · Delhi · New Delhi · Full-Stack Developer
·



Posted
about 2 months
ago",,₹10L – ₹25L · No equity
Angular Developer,https://angel.co/company/blackcoffer/jobs/578548-angular-developer,Blackcoffer,https://angel.co/company/blackcoffer,"Full Time · Delhi · Frontend Developer · Angular.JS · AngularJS
·



Posted
4 months
ago",,₹5L – ₹10L · No equity
Principal Software Engineer,https://angel.co/company/justdial/jobs/626423-principal-software-engineer,Staffio Search,https://angel.co/company/justdial,"Full Time · Bengaluru · Software Engineer
·



Posted
about 1 month
ago",,$3k – $4k · No equity
Lead Software Engineer,https://angel.co/company/justdial/jobs/626419-lead-software-engineer,Staffio Search,https://angel.co/company/justdial,"Full Time · Bengaluru · Software Engineer
·



Posted
about 1 month
ago",,₹45L – ₹55L · No equity
Technical Lead,https://angel.co/company/justdial/jobs/626416-technical-lead,Staffio Search,https://angel.co/company/justdial,"Full Time · Bengaluru · Software Engineer · Backend Developer · Frontend Developer · Java · Trading Systems · Algorithms & Data Structures
·



Posted
about 1 month
ago",,₹60L – ₹75L · No equity
Software Developer (Deep Learning),https://angel.co/company/vaultedge-1/jobs/626417-software-developer-deep-learning,Vaultedge,https://angel.co/company/vaultedge-1,"Full Time · Bengaluru · Software Engineer · Python · Machine Learning · Deep Learning
·



Posted
about 1 month
ago",,₹5L – ₹8L · 0.2% – 0.3%
Software Developer (ML),https://angel.co/company/vaultedge-1/jobs/551793-software-developer-ml,Vaultedge,https://angel.co/company/vaultedge-1,"Full Time · Bengaluru · Software Engineer · Python · Numpy/Scipy/Pandas/Scikit-learn
·



Posted
6 months
ago",,₹6L – ₹10L · 0.25% – 0.5%
Sales Manager,https://angel.co/company/vaultedge-1/jobs/354726-sales-manager,Vaultedge,https://angel.co/company/vaultedge-1,"Full Time · Bengaluru · Account Manager · BD Manager · Sales Manager · Business Development · Sales · Consultative Sales · Account Management
·



Posted
over 1 year
ago",,₹6L – ₹10L · 0.25% – 1.0%
Senior Backend Engineer,https://angel.co/company/vaultedge-1/jobs/346168-senior-backend-engineer,Vaultedge,https://angel.co/company/vaultedge-1,"Full Time · Bengaluru · Backend Developer · Python · MongoDB · Git · Unit Testing · Integration Testing · Python Flask
·



Posted
over 1 year
ago",,₹6L – ₹10L · 0.25% – 0.5%
Quality Analyst,https://angel.co/company/khati-solutions/jobs/626413-quality-analyst,KHATI SOLUTIONS,https://angel.co/company/khati-solution,"Full Time · Gurgaon · QA Engineer
·



Posted
about 1 month
ago",,"₹10,000 – ₹13,000 · No equity"
Node JS Developer,https://angel.co/company/khati-solutions/jobs/624196-node-js-developer,KHATI SOLUTIONS,https://angel.co/company/khati-solution,"Full Time · Gurgaon · Software Engineer
·



Posted
about 1 month
ago",,$10k – $15k · No equity
Node JS Developer,https://angel.co/company/khati-solutions/jobs/624195-node-js-developer,KHATI SOLUTIONS,https://angel.co/company/khati-solution,"Full Time · Delhi · Software Engineer
·



Posted
about 1 month
ago",,"₹10,000 – ₹15,000 · No equity"
Node JS Developer,https://angel.co/company/khati-solutions/jobs/624192-node-js-developer,KHATI SOLUTIONS,https://angel.co/company/khati-solution,"Full Time · Delhi · Software Engineer
·



Posted
about 1 month
ago",,"₹8,000 – ₹14,000 · No equity"
Senior Quality Analyst,https://angel.co/company/khati-solutions/jobs/530350-senior-quality-analyst,KHATI SOLUTIONS,https://angel.co/company/khati-solution,"Full Time · Delhi · QA Engineer · MySQL · Quality Assurance · Bugzilla
·



Posted
7 months
ago",,₹4L – ₹9L · No equity
Graphic Designer Executive,https://angel.co/company/khati-solutions/jobs/530348-graphic-designer-executive,KHATI SOLUTIONS,https://angel.co/company/khati-solution,"Full Time · New Delhi · Visual Designer · Graphic Design · Adobe Photoshop
·



Posted
7 months
ago",,₹3L – ₹5L · No equity
