Job,Joblink,Company,Company Link,Job Tags,Date Posted,Compensation
Javascript Internship Gurgaon,https://angel.co/company/technocube/jobs/604884-javascript-internship-gurgaon,TechnoCube,https://angel.co/company/technocube,"Internship · Gurgaon · Frontend Developer · Full-Stack Developer · Javascript · CSS · OOP · Bootstrap · Algorithms & Data Structures · React.js
·



Posted
3 months
ago",,"₹60,000 – ₹1.5L · No equity"
Talent Acquisition Specialist,https://angel.co/company/technocube/jobs/595271-talent-acquisition-specialist,TechnoCube,https://angel.co/company/technocube,"Full Time · Bengaluru · H.R. · Recruiter · Recruitment · Talent Acquisition · Recruiting/Onboarding/Training New Hires · Linkedin Recruiter
·



Posted
3 months
ago",,₹6L – ₹10L · No equity
Full Stack Developer - Mumbai,https://angel.co/company/technocube/jobs/581267-full-stack-developer-mumbai,TechnoCube,https://angel.co/company/technocube,"Full Time · Mumbai · Full-Stack Developer · Java · Node.js · HTML5 & CSS3 · React.js · AWS
·



Posted
4 months
ago",,₹10L – ₹20L · No equity
Product Manager,https://angel.co/company/technocube/jobs/579848-product-manager,TechnoCube,https://angel.co/company/technocube,"Full Time · Noida · Product Manager · Product Management · CRM
·



Posted
4 months
ago",,₹7L – ₹9L · No equity
Full-stack Developer,https://angel.co/company/technocube/jobs/579290-full-stack-developer,TechnoCube,https://angel.co/company/technocube,"Full Time · Mumbai · Full-Stack Developer · HTML5 & CSS3 · React.js · NodeJS · Full-Stack Web Development (Node/Redux/React)
·



Posted
4 months
ago",,₹10L – ₹20L · No equity
Python Developer,https://angel.co/company/technocube/jobs/570987-python-developer,TechnoCube,https://angel.co/company/technocube,"Full Time · Chennai · Backend Developer · Python · Django
·



Posted
5 months
ago",,₹8L – ₹10L · No equity
Full Stack Developer For Chennai,https://angel.co/company/technocube/jobs/550877-full-stack-developer-for-chennai,TechnoCube,https://angel.co/company/technocube,"Full Time · Chennai · Full-Stack Developer · PHP · Laravel · Vue.Js · VueJS
·



Posted
6 months
ago",,₹4L – ₹6L · No equity
QA-Lead Software Engineer,https://angel.co/company/technocube/jobs/544276-qa-lead-software-engineer,TechnoCube,https://angel.co/company/technocube,"Full Time · Noida · QA Engineer · Performance Testing · Manual Testing · Mobile Application Testing · Black Box Testing · Automation testing using Selenium · API testing
·



Posted
6 months
ago",,₹10L – ₹14L · No equity
Head - Technology,https://angel.co/company/technocube/jobs/542538-head-technology,TechnoCube,https://angel.co/company/technocube,"Full Time · Chennai · CTO · Full-Stack Developer · Software Architect · Machine Learning · Databases · Artificial Intelligence · Product Development · Product Design & Architecture · Product Design
·



Posted
6 months
ago",,₹30L – ₹35L · No equity
Lead Python Developer,https://angel.co/company/technocube/jobs/534261-lead-python-developer,TechnoCube,https://angel.co/company/technocube,"Full Time · Chennai · Backend Developer · Python · Django · Product Development
·



Posted
7 months
ago",,₹10L – ₹15L · No equity
Illustrator and Background Artist,https://angel.co/company/technocube/jobs/532808-illustrator-and-background-artist,TechnoCube,https://angel.co/company/technocube,"Full Time · Hyderabad · Visual Designer · Flash · Adobe Photoshop · Adobe Illustrator
·



Posted
7 months
ago",,₹5L – ₹7L · No equity
Front-End Developer,https://angel.co/company/technocube/jobs/515021-front-end-developer,TechnoCube,https://angel.co/company/technocube,"Full Time · Delhi · New Delhi · Frontend Developer · Javascript · jQuery · HTML5 & CSS3 · HTML/CSS/Javascript · Angular
·



Posted
8 months
ago",,₹8L – ₹10L · No equity
Maths Teaching Expert - Bangalore,https://angel.co/company/technocube/jobs/509481-maths-teaching-expert-bangalore,TechnoCube,https://angel.co/company/technocube,"Full Time · Bengaluru · Content Creator · Teaching. · Mathematics · Teaching / Instruction
·



Posted
8 months
ago",,₹5L – ₹6L · No equity
Back End Developer,https://angel.co/company/technocube/jobs/498538-back-end-developer,TechnoCube,https://angel.co/company/technocube,"Full Time · Remote possible · Bengaluru · Backend Developer · Python · Django · MongoDB · Redis · Nginx · Flask · Load Balancing · Team Lead · Docker · RabitMq
·



Posted
9 months
ago",,₹25L – ₹35L · No equity
JAVA SCRIPT DEVELOPER,https://angel.co/company/technocube/jobs/480635-java-script-developer,TechnoCube,https://angel.co/company/technocube,"Full Time · Gurgaon · UI/UX Designer · Backend Developer · Frontend Developer · Javascript · AJAX · HTML5 & CSS3 · AngularJS · VueJS
·



Posted
10 months
ago",,₹12L – ₹22L · No equity
Tech Lead,https://angel.co/company/technocube/jobs/478831-tech-lead,TechnoCube,https://angel.co/company/technocube,"Full Time · Bengaluru · Software Engineer
·



Posted
10 months
ago",,₹25L – ₹35L · No equity
Content Strategist - Tech,https://angel.co/company/technocube/jobs/396981-content-strategist-tech,TechnoCube,https://angel.co/company/technocube,"Full Time · Mumbai · Software Engineer · Python · Java · Big Data · Cyber Security
·



Posted
over 1 year
ago",,₹20L – ₹30L · No equity
Javascript Developer,https://angel.co/company/technocube/jobs/376797-javascript-developer,TechnoCube,https://angel.co/company/technocube,"Full Time · Gurgaon · Frontend Developer · Javascript · AJAX · Node.js · HTML5 & CSS3
·



Posted
over 1 year
ago",,₹8L – ₹15L · No equity
Backend Developer,https://angel.co/company/technocube/jobs/374527-backend-developer,TechnoCube,https://angel.co/company/technocube,"Full Time · Mumbai · Backend Developer · Backend Development
·



Posted
over 1 year
ago",,₹10L – ₹15L · No equity
Data Analyst - Freshers can apply,https://angel.co/company/technocube/jobs/373074-data-analyst-freshers-can-apply,TechnoCube,https://angel.co/company/technocube,"Full Time · Ahmedabad · Data Scientist · C++ · SQL · C
·



Posted
over 1 year
ago",,₹3L – ₹4L · No equity
Digital Content Manager,https://angel.co/company/finin/jobs/650253-digital-content-manager,Finin,https://angel.co/company/finin,"Contract · Remote possible · Hyderabad · Content Creator · Content Management · Content Marketing · Content Creation · FinTech · Web Content Writer
·","Posted
about 21 hours
ago",₹5L – ₹8L · No equity
Product Manager,https://angel.co/company/finin/jobs/633353-product-manager,Finin,https://angel.co/company/finin,"Full Time · Bengaluru · Product Management · Project Management · SCRUM · Agile
·



Posted
29 days
ago",,₹15L – ₹20L · No equity
Fontend Developer,https://angel.co/company/finin/jobs/626673-fontend-developer,Finin,https://angel.co/company/finin,"Contract · Remote possible · Bengaluru · Frontend Developer · HTML · CSS · Jscript · AngularJS · Fornt End Development
·



Posted
about 1 month
ago",,₹5L – ₹8L · No equity
Senior Mobile Developer - Hybrid/ ReachNative,https://angel.co/company/finin/jobs/567862-senior-mobile-developer-hybrid-reachnative,Finin,https://angel.co/company/finin,"Full Time · Bengaluru · Mobile Developer · iOS Development · Rapid Prototyping · Wireframing · Hybrid Mobile App Development · FinTech · Android Application Development · React Native
·



Posted
5 months
ago",,₹10L – ₹12L · 1.0% – 2.0%
Senior Back-End Engineer.,https://angel.co/company/finin/jobs/526641-senior-back-end-engineer,Finin,https://angel.co/company/finin,"Full Time · Hyderabad · Full-Stack Developer · Payments · MongoDB · Node.js · Programming: 3P APIs & Libraries · AngularJS · Express.js · FinTech · Payment Processing · VISA And MasterCard Incoming And Outgoing Pro · MEAN/MERN Full Stack Development
·



Posted
7 months
ago",,"₹80,000 – ₹1L · 0.0% – 5.0%"
Business Development (Internship),https://angel.co/company/the19th/jobs/650248-business-development-internship,THE19th,https://angel.co/company/the19th,"Internship · Bengaluru
·","Posted
about 22 hours
ago",No salary · No equity
Marketing Internship,https://angel.co/company/the19th/jobs/650195-marketing-internship,THE19th,https://angel.co/company/the19th,"Internship · Bengaluru
·","Posted
about 23 hours
ago",No salary · No equity
Senior SEO Analyst,https://angel.co/company/finance-buddha/jobs/650243-senior-seo-analyst,Finance Buddha,https://angel.co/company/finance-buddha,"Full Time · Bengaluru · Marketing · Content Creator · SEO · SEO/SEM · Search Engine Optimization (SEO)
·","Posted
about 22 hours
ago",₹4L – ₹6L · No equity
Front End Developer,https://angel.co/company/finance-buddha/jobs/610356-front-end-developer,Finance Buddha,https://angel.co/company/finance-buddha,"Full Time · Bengaluru · Frontend Developer · React.js
·



Posted
2 months
ago",,₹8L – ₹15L · No equity
Senior Java Developer,https://angel.co/company/finance-buddha/jobs/610127-senior-java-developer,Finance Buddha,https://angel.co/company/finance-buddha,"Full Time · Bengaluru · Backend Developer · Java · AWS
·



Posted
2 months
ago",,₹8L – ₹20L · No equity
Web Developer - Full Stack,https://angel.co/company/finance-buddha/jobs/564852-web-developer-full-stack,Finance Buddha,https://angel.co/company/finance-buddha,"Full Time · Bengaluru · Full-Stack Developer · Javascript · MongoDB · React.js · NodeJS
·



Posted
5 months
ago",,₹4L – ₹6L · No equity
Front End Developer,https://angel.co/company/finance-buddha/jobs/366449-front-end-developer,Finance Buddha,https://angel.co/company/finance-buddha,"Full Time · Bengaluru · Frontend Developer · HTML/CSS/PHP/MYSQL · AngularJS · AWS/EC2/ELB/S3/DynamoDB · React.js · React Native · NodeJS
·



Posted
over 1 year
ago",,₹7L – ₹15L · No equity
SEO Manager,https://angel.co/company/finance-buddha/jobs/136337-seo-manager,Finance Buddha,https://angel.co/company/finance-buddha,"Full Time · Bengaluru · Marketing Manager · Content Creator
·



Posted
over 3 years
ago",,₹3.5L – ₹5.5L · No equity
Content Writer,https://angel.co/company/finance-buddha/jobs/136063-content-writer,Finance Buddha,https://angel.co/company/finance-buddha,"Full Time · Bengaluru · Content Creator · Blogging · Writing
·



Posted
over 3 years
ago",,₹3L – ₹4.5L · No equity
UI Designer Internship,https://angel.co/company/the-vantage-project/jobs/650239-ui-designer-internship,The Vantage Project,https://angel.co/company/the-vantage-project,"Internship · Delhi · UI/UX Designer · Rapid Prototyping · Wireframing · UI/UX Design · Product Design · Low/High fidelity Prototyping · UI Design · Figma
·","Posted
about 22 hours
ago","₹10,000 – ₹20,000 · No equity"
Blockchain Research/Developer Internship,https://angel.co/company/the-vantage-project/jobs/647765-blockchain-research-developer-internship,The Vantage Project,https://angel.co/company/the-vantage-project,"Internship · Delhi · Software Engineer · Bitcoin · Ethereum · Blockchain · Web3.Js · Polkadot
·","Posted
4 days
ago","₹10,000 – ₹30,000 · No equity"
Frontend Developer Intern,https://angel.co/company/the-vantage-project/jobs/579904-frontend-developer-intern,The Vantage Project,https://angel.co/company/the-vantage-project,"Internship · Remote possible · Delhi · Frontend Developer · Javascript · D3.js · Three.js · React.js · Web3.Js
·



Posted
4 months
ago",,"₹10,000 – ₹30,000 · No equity"
B2B Inside sales | SPIN selling,https://angel.co/company/the-vantage-project/jobs/570383-b2b-inside-sales-spin-selling,The Vantage Project,https://angel.co/company/the-vantage-project,"Full Time · Delhi · Sales · Inside Sales · B2B Sales · Pre-Sales · Prospecting and Cold Calling
·



Posted
5 months
ago",,₹5L – ₹8L · No equity
Growth Hacker (Marketing),https://angel.co/company/the-vantage-project/jobs/537532-growth-hacker-marketing,The Vantage Project,https://angel.co/company/the-vantage-project,"Full Time · Delhi · Growth Hacker · SEO/SEM · PPC · Digital Product Design · Growth Hacking
·



Posted
7 months
ago",,₹5L – ₹12L · No equity
Blockchain Researcher,https://angel.co/company/the-vantage-project/jobs/534257-blockchain-researcher,The Vantage Project,https://angel.co/company/the-vantage-project,"Contract · Remote possible · Delhi · Software Engineer
·



Posted
7 months
ago",,₹6L – ₹10L · No equity
HR Recruiter,https://angel.co/company/the-vantage-project/jobs/534137-hr-recruiter,The Vantage Project,https://angel.co/company/the-vantage-project,"Full Time · Delhi · Operations · Recruiter · Recruiting · Technical Recruiting
·



Posted
7 months
ago",,₹3L – ₹10L · No equity
Blockchain Engineer,https://angel.co/company/the-vantage-project/jobs/532217-blockchain-engineer,The Vantage Project,https://angel.co/company/the-vantage-project,"Full Time · Delhi · Software Engineer · Ethereum · Blockchain · Smart Contracts · HyperLedger · Web3.Js
·



Posted
7 months
ago",,₹8L – ₹14L · No equity
Business Development Executive,https://angel.co/company/binaryboot/jobs/650234-business-development-executive,BinaryBoot,https://angel.co/company/binaryboot,"Full Time · New Delhi · Business Development · Lead Generation · Attention to Detail · Excellent Communication Skills · Social Networking · Basic IT knowledge
·","Posted
about 22 hours
ago","₹3,000 – ₹5,000 · No equity"
Quality Assurance Engineer,https://angel.co/company/binaryboot/jobs/634253-quality-assurance-engineer,BinaryBoot,https://angel.co/company/binaryboot,"Full Time · New Delhi · Selenium · SDLC · Test Automation · Black Box Testing · Microsoft .NET · STLC
·



Posted
28 days
ago",,₹2L – ₹4L · No equity
Software Developer,https://angel.co/company/binaryboot/jobs/629439-software-developer,BinaryBoot,https://angel.co/company/binaryboot,"Full Time · New Delhi · Software Engineer · SQL · SQL Server · Git · Visual Studio · LESS · C#.NET · AngularJS · MVC Design Pattern · Grunt · oops concepts
·



Posted
about 1 month
ago",,₹3L – ₹7L
QA Lead,https://angel.co/company/hadean/jobs/650227-qa-lead,Hadean,https://angel.co/company/hadean,"Full Time · London · QA Engineer · Recruiting · Leadership · Jira Administrator
·","Posted
about 22 hours
ago",£30k – £80k · No equity
Game Engine Developer,https://angel.co/company/hadean/jobs/650226-game-engine-developer,Hadean,https://angel.co/company/hadean,"Full Time · London · C++ · Unreal Engine 4 · Game Engines
·","Posted
about 22 hours
ago",£40k – £100k · No equity
Principal Game Engine Developer,https://angel.co/company/hadean/jobs/639468-principal-game-engine-developer,Hadean,https://angel.co/company/hadean,"Full Time · London · Software Engineer · Engineering Manager · C++ · Distributed Systems · C · CryEngine 3 · X86 Assembly/machine Code · Unreal Engine 3 · AAA Games · Unreal Engine 4 · Game Engines · Frostbite Engine
·



Posted
18 days
ago",,£80k – £140k · No equity
Android Developer,https://angel.co/company/oust-labs-bangalore/jobs/650221-android-developer,Oust Labs Bangalore,https://angel.co/company/oust-labs-bangalore,"Full Time · Bengaluru · Java · REST APIs · Design Patterns · Android SDK · Android Application Development · Logical and Critical Thinking
·","Posted
about 22 hours
ago",₹5L – ₹7L · No equity
Dev Ops Engineer,https://angel.co/company/oust-labs-bangalore/jobs/650219-dev-ops-engineer,Oust Labs Bangalore,https://angel.co/company/oust-labs-bangalore,"Full Time · Bengaluru · DevOps · Jenkins · Github · Java J2EE · Bitbucket · AWS/EC2/ELB/S3/DynamoDB · Google Cloud Platform · DevOps tools and practices
·","Posted
about 23 hours
ago",₹3L – ₹5L · No equity
UI/UX Design Head,https://angel.co/company/oust-labs-bangalore/jobs/646435-ui-ux-design-head,Oust Labs Bangalore,https://angel.co/company/oust-labs-bangalore,"Full Time · Bengaluru · Mobile Application Design · Interaction Design · Visual Design · Web Application Design · Protyping
·



Posted
7 days
ago",,₹3L – ₹12L · No equity
Customer Delight Associate,https://angel.co/company/oust-labs-bangalore/jobs/641719-customer-delight-associate,Oust Labs Bangalore,https://angel.co/company/oust-labs-bangalore,"Full Time · Bengaluru · Customer Service · Data Analysis · SQL · Communication Skills · Microsoft Excel
·



Posted
15 days
ago",,₹2.4L – ₹3.5L · No equity
Senior QA Engineer,https://angel.co/company/oust-labs-bangalore/jobs/622582-senior-qa-engineer,Oust Labs Bangalore,https://angel.co/company/oust-labs-bangalore,"Full Time · Bengaluru · QA Engineer · Test Automation · Mobile Application Testing · Web Applications Testing · Software Testing ( Manual and Automation)
·



Posted
about 2 months
ago",,₹5L – ₹7.5L · No equity
Frontend Developer (Angular JS),https://angel.co/company/oust-labs-bangalore/jobs/580557-frontend-developer-angular-js,Oust Labs Bangalore,https://angel.co/company/oust-labs-bangalore,"Full Time · Bengaluru · Frontend Developer · Gaming · Angular 2 · HTML5 & CSS3 Javascript AngularJS Bootstrap
·



Posted
4 months
ago",,₹6L – ₹7.5L · No equity
Backend Developer,https://angel.co/company/oust-labs-bangalore/jobs/486247-backend-developer,Oust Labs Bangalore,https://angel.co/company/oust-labs-bangalore,"Full Time · Koramangala 4th Block · Mobile Developer · Backend Developer · Full-Stack Developer · MySQL · Core Java / Java SE · Redis · AWS/EC2/ELB/S3/DynamoDB · J2EE. Spring. Hibernate. Maven. · Serverless Architecture
·



Posted
9 months
ago",,₹8L – ₹12L · No equity
Instructional Designer,https://angel.co/company/oust-labs-bangalore/jobs/428281-instructional-designer,Oust Labs Bangalore,https://angel.co/company/oust-labs-bangalore,"Full Time · Bengaluru · Content Creator · Visual Designer · Visual Storytelling · Fluent in English · Microsoft PowerPoint · Storyboarding and Illustration
·



Posted
about 1 year
ago",,₹2.5L – ₹6L · No equity
iOS Developer,https://angel.co/company/oust-labs-bangalore/jobs/427351-ios-developer,Oust Labs Bangalore,https://angel.co/company/oust-labs-bangalore,"Full Time · Bengaluru · Mobile Developer · REST APIs · Objective-C · Design Patterns · Swift · Firebase Realtime Database
·



Posted
about 1 year
ago",,₹4L – ₹12L · No equity
Quality Analyst Engineer,https://angel.co/company/shogee-ecommerce/jobs/650220-quality-analyst-engineer,Shogee  Ecommerce,https://angel.co/company/shogee-ecommerce,"Full Time · Gugana · Test Automation · Manual Testing
·","Posted
about 22 hours
ago",₹4L – ₹9L · No equity
Tech Lead - Androis Developer,https://angel.co/company/shogee-ecommerce/jobs/637700-tech-lead-androis-developer,Shogee  Ecommerce,https://angel.co/company/shogee-ecommerce,"Full Time · Delhi · Gurgaon · Full-Stack Developer · PHP · Java · Javascript · Coding · HTML/CSS/PHP/MYSQL · React.js · React Native
·



Posted
22 days
ago",,₹7L – ₹18L · No equity
PHP Developer,https://angel.co/company/marmeto/jobs/650216-php-developer,Marmeto,https://angel.co/company/marmet,"Full Time · Bengaluru · PHP, MySQL, HTML, CSS, Javascript, jQuery, Less, Sass, Grunt, Laravel, CodeIgniter
·","Posted
about 23 hours
ago",₹3.5L – ₹4.5L · No equity
Node Js Developer,https://angel.co/company/marmeto/jobs/649636-node-js-developer,Marmeto,https://angel.co/company/marmet,"Full Time · Bengaluru · Node js
·","Posted
1 day
ago",₹4L – ₹5L · No equity
Front- End Developer,https://angel.co/company/marmeto/jobs/629444-front-end-developer,Marmeto,https://angel.co/company/marmet,"Full Time · Bengaluru · Frontend Developer
·



Posted
about 1 month
ago",,"₹3,000 – ₹4,000 · No equity"
Talent Acquisition Specialist,https://angel.co/company/marmeto/jobs/625121-talent-acquisition-specialist,Marmeto,https://angel.co/company/marmet,"Full Time · Bengaluru · Recruiter · Recruiting · Headhunting · IT Recruitment · Non IT recruitment
·



Posted
about 1 month
ago",,₹2L – ₹3.5L · No equity
Accounts Manager,https://angel.co/company/marmeto/jobs/600863-accounts-manager,Marmeto,https://angel.co/company/marmet,"Full Time · Bengaluru · Account Manager · Project Management · Client Relations · Problem Solving · Churn Management · Upselling and cross selling skills
·



Posted
3 months
ago",,₹3L – ₹6L · No equity
Product Manager,https://angel.co/company/marmeto/jobs/599445-product-manager,Marmeto,https://angel.co/company/marmet,"Full Time · Bengaluru · Product Manager · Product Management · SaaS · Social Media Marketing · Ecommerce · Customer Relationship Management · Product Delivery, Product Strategy, Operations, Globalization, Crisis Management
·



Posted
3 months
ago",,₹5L – ₹7L · No equity
Seeking for....Best in class UI/UX Designer,https://angel.co/company/marmeto/jobs/586450-seeking-for-best-in-class-ui-ux-designer,Marmeto,https://angel.co/company/marmet,"Full Time · Bengaluru · UI/UX Designer
·



Posted
4 months
ago",,₹3L – ₹6L · No equity
PHP Developer,https://angel.co/company/marmeto/jobs/510368-php-developer,Marmeto,https://angel.co/company/marmet,"Full Time · Bengaluru · Bhubaneswar · Software Engineer · PHP · Javascript · HTML/CSS/PHP/MYSQL
·



Posted
8 months
ago",,₹3L – ₹5L · No equity
Front-End Developer,https://angel.co/company/marmeto/jobs/510195-front-end-developer,Marmeto,https://angel.co/company/marmet,"Full Time · Bengaluru · Bhubaneswar · Frontend Developer · Javascript · HTML+CSS · Bootstrap · Shopify · JSON / XML / HTML / Javascript / JQuery · Shopify Expert
·



Posted
8 months
ago",,₹3L – ₹4L · No equity
Frontend Developer (React.js),https://angel.co/company/marmeto/jobs/479988-frontend-developer-react-js,Marmeto,https://angel.co/company/marmet,"Full Time · Bengaluru · Frontend Developer · React.js
·



Posted
10 months
ago",,₹4L – ₹5.5L · No equity
Content Writer,https://angel.co/company/marmeto/jobs/423575-content-writer,Marmeto,https://angel.co/company/marmet,"Full Time · Bengaluru · Content Creator · Social Media · Social Media Marketing · Market Research · Content Marketing · Content Writing · Web Content Publishing
·



Posted
about 1 year
ago",,₹1.8L – ₹2.16L · No equity
Software Developer - Node.Js,https://angel.co/company/marmeto/jobs/423438-software-developer-node-js,Marmeto,https://angel.co/company/marmet,"Full Time · Bengaluru · Software Engineer · Javascript · jQuery · MongoDB · Node.js · HTML5 & CSS3 · Bootstrap · Express.js · NodeJS
·



Posted
about 1 year
ago",,₹3L – ₹5L · No equity
QA Engineer,https://angel.co/company/marmeto/jobs/336945-qa-engineer,Marmeto,https://angel.co/company/marmet,"Full Time · Bhubaneswar · QA Engineer · Software Testing · Test Automation · Performance Testing · Load Testing
·



Posted
over 1 year
ago",,₹1.56L – ₹3L · No equity
Management Trainee,https://angel.co/company/unplan/jobs/650214-management-trainee,Unplan,https://angel.co/company/unplan,"Full Time · Bengaluru · Sales · Marketing · Customer Service · Business Development · Business Operations · Marketing Management · Growth Hacking
·","Posted
about 23 hours
ago",₹3L – ₹4.5L · 0.5% – 2.0%
Full Stack Developer,https://angel.co/company/unplan/jobs/608959-full-stack-developer,Unplan,https://angel.co/company/unplan,"Full Time · Remote possible · Bengaluru · Full-Stack Developer · Programming · Product Management · Mobile Development · Web Technologies
·



Posted
2 months
ago",,₹6L – ₹10L · 2.0% – 5.0%
Business Manager,https://angel.co/company/unplan/jobs/518936-business-manager,Unplan,https://angel.co/company/unplan,"Full Time · Bengaluru · Sales · Office Manager · Business Development · Sales Strategy and Management · New Business Development · Inbound and Outbound Sales
·



Posted
8 months
ago",,₹3L – ₹5.5L · 0.0% – 5.0%
Operations Manager,https://angel.co/company/unplan/jobs/384766-operations-manager,Unplan,https://angel.co/company/unplan,"Full Time · Bengaluru · Operations Manager · Business Operations · Operations Management · Startups · Cross-Functional Team Leadership · Problem Solving · Scaling businesses
·



Posted
over 1 year
ago",,₹3L – ₹8L · 2.0% – 10.0%
Research Analyst,https://angel.co/company/anthill-ventures/jobs/650211-research-analyst,Anthill Ventures,https://angel.co/company/anthill-venture,"Full Time · Hyderabad · Market Research · Real Estate Management · Market Research and Analysis
·","Posted
about 23 hours
ago",₹1.5L – ₹2.5L · No equity
Executive Assistants,https://angel.co/company/anthill-ventures/jobs/545133-executive-assistants,Anthill Ventures,https://angel.co/company/anthill-venture,"Full Time · Hyderabad · Operations Manager · Communications · Team Building/Leadership Skills
·



Posted
6 months
ago",,₹3L – ₹3.5L · No equity
Program Manager - Accelerator Programs,https://angel.co/company/anthill-ventures/jobs/174878-program-manager-accelerator-programs,Anthill Ventures,https://angel.co/company/anthill-venture,"Full Time · Mumbai · Project Manager · Operations Manager
·



Posted
about 3 years
ago",,₹6L – ₹7.5L · No equity
Full Stack Developer,https://angel.co/company/pirimid-fintech-2/jobs/650204-full-stack-developer,Pirimid Fintech,https://angel.co/company/pirimid-fintech-2,"Full Time · Ahmedabad · Full-Stack Developer · Node.js · Express.js · Front-End/Full-Stack (UI-AngularJS-JS-NodeJS) · ReactJS
·","Posted
about 23 hours
ago","₹80,000 – ₹1.2L · No equity"
Overseas Education Counselor,https://angel.co/company/smart-grad/jobs/650203-overseas-education-counselor,Smart Grad,https://angel.co/company/smart-grad,"Full Time · Hyderabad · Customer Service
·","Posted
about 23 hours
ago","₹3,000 – ₹4,000 · No equity"
UI/UX Designer,https://angel.co/company/vyapar-1/jobs/650200-ui-ux-designer,Vyapar,https://angel.co/company/vyapar-1,"Full Time · Bengaluru · Adobe Photoshop · Adobe Illustrator · Wireframes and prototyping · Invision · Adobe Xd
·","Posted
about 23 hours
ago",₹5L – ₹20L · No equity
Front-end Developer (UI Development),https://angel.co/company/vyapar-1/jobs/649444-front-end-developer-ui-development,Vyapar,https://angel.co/company/vyapar-1,"Full Time · Bengaluru · Frontend Developer · Javascript · jQuery · HTML5 & CSS3
·","Posted
2 days
ago",₹5L – ₹15L · No equity
Full Stack Developer,https://angel.co/company/vyapar-1/jobs/649439-full-stack-developer,Vyapar,https://angel.co/company/vyapar-1,"Full Time · Bengaluru · PHP · MySQL · MongoDB · Redis · HTML5 & CSS3 · Laravel
·","Posted
2 days
ago",₹10L – ₹20L · No equity
JavaScript Developer,https://angel.co/company/vyapar-1/jobs/649429-javascript-developer,Vyapar,https://angel.co/company/vyapar-1,"Full Time · Bengaluru · Javascript · Responsive Design · React.js
·","Posted
2 days
ago",₹10L – ₹20L · No equity
Android Developer,https://angel.co/company/vyapar-1/jobs/649348-android-developer,Vyapar,https://angel.co/company/vyapar-1,"Full Time · Bengaluru · Git · SQLite · Mobile UI Design · Android SDK · RESTful API
·","Posted
2 days
ago",₹0 – ₹25L · No equity
Copy strategist,https://angel.co/company/pivotroots/jobs/650198-copy-strategist,PivotRoots,https://angel.co/company/pivotroot,"Full Time · Mumbai · Copywriting · Digital Copywriter · Copywriting/Creative Writing · Copy Writing [ Slogans : Headlines ].
·","Posted
about 23 hours
ago","₹70,000 – ₹80,000 · No equity"
QA Engineer,https://angel.co/company/cubereum/jobs/650197-qa-engineer,Cubereum,https://angel.co/company/cubereum,"Full Time · Bengaluru
·","Posted
about 23 hours
ago",₹2.5L – ₹5L · No equity
Backend Developer Intern,https://angel.co/company/cubereum/jobs/650171-backend-developer-intern,Cubereum,https://angel.co/company/cubereum,"Internship · Bengaluru
·","Posted
1 day
ago","₹15,000 – ₹30,000 · No equity"
Frontend Developer Intern,https://angel.co/company/cubereum/jobs/650170-frontend-developer-intern,Cubereum,https://angel.co/company/cubereum,"Internship · Bengaluru · HTML · CSS · UI/UX Design · HTTP Protocol · Angular
·","Posted
1 day
ago","₹15,000 – ₹30,000 · No equity"
Frontend Developer,https://angel.co/company/cubereum/jobs/646053-frontend-developer,Cubereum,https://angel.co/company/cubereum,"Full Time · Bengaluru · Frontend Developer · HTML · CSS · UI/UX Design · REST · TypeScript · Angular
·



Posted
8 days
ago",,₹4L – ₹6L · No equity
QA & Testing Intern (Jan-June 2020 Batch),https://angel.co/company/cubereum/jobs/646050-qa-testing-intern-jan-june-2020-batch,Cubereum,https://angel.co/company/cubereum,"Internship · Bengaluru · QA Engineer · Python · Java · Databases · Software Testing · REST · Unit Testing · Integration Testing · Performance Testing using Jmeter · API Testing by Postman Tool
·



Posted
8 days
ago",,"₹15,000 – ₹30,000 · No equity"
Junior Software Engineer,https://angel.co/company/cubereum/jobs/646047-junior-software-engineer,Cubereum,https://angel.co/company/cubereum,"Full Time · Bengaluru · Mumbai · Software Engineer · Java · Machine Learning · MongoDB · REST · Go · Hyperledger Fabric
·



Posted
8 days
ago",,₹6L – ₹10L · 0.0% – 1.0%
Senior Software Engineer,https://angel.co/company/cubereum/jobs/646045-senior-software-engineer,Cubereum,https://angel.co/company/cubereum,"Full Time · Bengaluru · Software Engineer · Java · Machine Learning · MongoDB · Scaling Web Applications · REST · Go · Hyperledger Fabric
·



Posted
8 days
ago",,₹8L – ₹15L · 0.0% – 1.0%
Backend Web Developer,https://angel.co/company/skillinabox/jobs/650196-backend-web-developer,Skillinabox,https://angel.co/company/skillinabox,"Full Time · Gurgaon · Backend Developer · PHP · Javascript · Web Development · AngularJS
·","Posted
about 23 hours
ago",₹2L – ₹4L · 1.0% – 2.0%
Video Editor,https://angel.co/company/skillinabox/jobs/650189-video-editor,Skillinabox,https://angel.co/company/skillinabox,"Full Time · Gurugram · Video Editing · Videography · Adobe After Effects · Adobe Premiere · Videography and Video Editing
·","Posted
about 24 hours
ago",₹2L – ₹4L · 1.0% – 2.0%
Sales Head,https://angel.co/company/skillinabox/jobs/645112-sales-head,Skillinabox,https://angel.co/company/skillinabox,"Full Time · Gurgaon · Sales · Sales Strategy and Management · Sales and Marketing
·



Posted
9 days
ago",,₹3L – ₹4L · 1.0% – 2.0%
