Job Title,Company,Location,Job Link,Employment Type,Compensation,Date Posted
Java Developer,DCV Sabenza IT and Recruitment,"Mowbray, Western Cape",https://www.careerjunction.co.za/jobs/view/2334661/java-developer-in-mowbray-western-cape,Permanent Senior position,"R50,000 - R70,000 pm basic salary",27/09/2019
Qe Analyst,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2325472/qe-analyst-in-cape-town-region-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,27/09/2019
Full Stack Developer Senior,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2217655/full-stack-developer-senior-in-cape-town-region-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,27/09/2019
Developer Consultant,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2103819/developer-consultant-in-cape-town-region-western-cape-at-parvana,Permanent Intermediate position,Market Related cost to company Neg,27/09/2019
C++ Developer,Network IT Bruma,"Johannesburg North, Gauteng",https://www.careerjunction.co.za/jobs/view/2334573/c%2B%2B-developer-in-johannesburg-north-gauteng,Permanent Senior position,"R55,000 - R60,000 pm cost to company",27/09/2019
Java Developer,Network IT Bruma,"Cape Town: South Peninsula, Western Cape",https://www.careerjunction.co.za/jobs/view/2334565/java-developer-in-cape-town-south-peninsula-western-cape,Permanent Senior position,Market Related cost to company,27/09/2019
Java Developer CH509MW,Capital H Staffing,"Stellenbosch, Western Cape",https://www.careerjunction.co.za/jobs/view/2334557/java-developer-ch509mw-in-stellenbosch-western-cape,Permanent Senior position,Undisclosed cost to company,26/09/2019
Java Developer Iot Team CH505MW,Capital H Staffing,"Stellenbosch, Western Cape",https://www.careerjunction.co.za/jobs/view/2334554/java-developer-iot-team-ch505mw-in-stellenbosch-western-cape,Permanent Intermediate position,Undisclosed cost to company,26/09/2019
Senior Java Developer 4+ Experience,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2334535/senior-java-developer-4%2B-experience-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary plus benefits Neg,26/09/2019
Senior .NET Developer,Outsourced CTO,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2334530/senior-.net-developer-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed basic salary,26/09/2019
Mid Senior Java Developer 4+ Experience,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2334522/mid-senior-java-developer-4%2B-experience-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary plus benefits Neg,26/09/2019
Lead Java Developer,Praesignis (Pty) LTD,"CPT - Northern Suburbs, Western Cape",https://www.careerjunction.co.za/jobs/view/2334519/lead-java-developer-in-cpt-northern-suburbs-western-cape,Permanent Senior position,Market Related cost to company,26/09/2019
Full Stack Web Developer PHP,Datafin Recruitment,"Westlake, Western Cape",https://www.careerjunction.co.za/jobs/view/2334500/full-stack-web-developer-php-in-westlake-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related basic salary,26/09/2019
Devops Engineer,Emerge,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2334301/devops-engineer-in-cape-town-cbd-western-cape-at-emerge,Contract Intermediate position,R550 - R600 ph cost to company,25/09/2019
Devops Engineer,Emerge,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2334288/devops-engineer-in-cape-town-cbd-western-cape-at-emerge,Contract Intermediate position,R500 - R550 ph cost to company,25/09/2019
Senior Java Developer,e-Merge IT Recruitment,"Randburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2327208/senior-java-developer-in-randburg-gauteng,Permanent Senior position,"R90,000 - R100,000 pm cost to company",25/09/2019
Senior Developer,Mediro Application Consulting,"Menlyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2334175/senior-developer-in-menlyn-gauteng,Permanent Senior position,Undisclosed cost to company,25/09/2019
PHP Developer,Mass Staffing Projects,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2177608/php-developer-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,25/09/2019
Senior Full Stack Java Developer,e-Merge IT Recruitment,"Menlyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2334145/senior-full-stack-java-developer-in-menlyn-gauteng,Contract Senior EE position,"R1,200,000 - R1,300,000 pa cost to company",25/09/2019
Java Developer,e-Merge IT Recruitment,"Century City, Western Cape",https://www.careerjunction.co.za/jobs/view/2327562/java-developer-in-century-city-western-cape,Permanent Senior EE position,"R890,000 - R900,000 pa cost to company",25/09/2019
Senior Java TIBCO Developer,e-Merge IT Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2334116/senior-java-tibco-developer-in-johannesburg-gauteng,Contract Senior position,R400 - R600 ph cost to company,25/09/2019
Senior Android Developer,Network IT Bruma,"Johannesburg North, Gauteng",https://www.careerjunction.co.za/jobs/view/2334095/senior-android-developer-in-johannesburg-north-gauteng,Permanent Intermediate position,"R70,000 - R80,000 pm cost to company",25/09/2019
Javascript Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2334072/javascript-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,24/09/2019
Javascript Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2334062/javascript-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,24/09/2019
Mid Python Developer 4+ Experience,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2334046/mid-python-developer-4%2B-experience-in-cape-town-western-cape-at-nigel-frank-international,Permanent Junior position,Market Related basic salary plus benefits Neg,23/09/2019
PHP Developer,Hi-Tech Recruitment,"CPT - CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2334039/php-developer-in-cpt-cbd-western-cape,Permanent Intermediate position,"R360,000 - R600,000 pa cost to company incl benefits",23/09/2019
C# Developer,Network IT Bruma,"Johannesburg North, Gauteng",https://www.careerjunction.co.za/jobs/view/2328085/c%23-developer-in-johannesburg-north-gauteng,Permanent Senior position,"R40,000 - R60,000 pm cost to company",23/09/2019
Java Developer,Network IT Bruma,"Johannesburg North, Gauteng",https://www.careerjunction.co.za/jobs/view/2322109/java-developer-in-johannesburg-north-gauteng,Permanent Senior position,"R70,000 - R80,000 pm cost to company",23/09/2019
Senior Java Developer,MPRTC Recruitment,"CPT - Southern Suburbs, Western Cape",https://www.careerjunction.co.za/jobs/view/2333877/senior-java-developer-in-cpt-southern-suburbs-western-cape,Permanent Senior position,Market Related basic salary Neg,23/09/2019
Senior Devops Engineer Contract Rates Negotiable,Emerge,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2320155/senior-devops-engineer-contract-rates-negotiable-in-cape-town-cbd-western-cape-at-emerge,Contract Senior position,R600 - R750 ph cost to company,23/09/2019
Front-End .NET Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2333861/front-end-.net-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related basic salary plus benefits Neg,22/09/2019
Senior Devops Engineer,Emerge,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2333659/senior-devops-engineer-in-centurion-gauteng-at-emerge,Permanent Senior position,"R999,999 - R1,000,000 pa cost to company",20/09/2019
Intermediate C# Dev,Emerge,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2333604/intermediate-c%23-dev-in-centurion-gauteng-at-emerge,Permanent Intermediate position,"R550,000 - R650,000 pa cost to company",20/09/2019
SNR Software Developer Ruby on Rails,Datafin Recruitment,Western Cape,https://www.careerjunction.co.za/jobs/view/2333458/snr-software-developer-ruby-on-rails-in-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related basic salary,19/09/2019
IOS Developer,Network IT Bruma,"Johannesburg North, Gauteng",https://www.careerjunction.co.za/jobs/view/2292819/ios-developer-in-johannesburg-north-gauteng,Permanent Senior position,"R700,000 - R840,000 pa cost to company",18/09/2019
Intermediate C# Cloud Developer Snr-Level,Emerge,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2333109/intermediate-c%23-cloud-developer-snr-level-in-johannesburg-gauteng-at-emerge,Permanent Senior position,"R500,000 - R600,000 pa cost to company",18/09/2019
Full Stack Java Developer South,e-Merge IT Recruitment,"Johannesburg Region, Gauteng",https://www.careerjunction.co.za/jobs/view/2313072/full-stack-java-developer-south-in-johannesburg-region-gauteng,Permanent Intermediate position,"R75,000 - R80,000 pm basic salary",18/09/2019
Senior Frontend Java Developer Contract,Emerge,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2319388/senior-frontend-java-developer-contract-in-midrand-gauteng-at-emerge,Contract Senior position,R500 - R550 ph basic salary,18/09/2019
Java Developer Senior,e-Merge IT Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2326134/java-developer-senior-in-johannesburg-gauteng,Permanent Senior position,"R850,000 - R900,000 pa cost to company",18/09/2019
Senior C Linux Developer,E-merge IT Recruitment,"Kyalami Park, Gauteng",https://www.careerjunction.co.za/jobs/view/2319232/senior-c-linux-developer-in-kyalami-park-gauteng-at-e-merge-it-recruitment,Permanent Senior position,"R950,000 - R960,000 pa cost to company",17/09/2019
Senior C# Developer,Network IT Bruma,"Pretoria East, Gauteng",https://www.careerjunction.co.za/jobs/view/2333065/senior-c%23-developer-in-pretoria-east-gauteng,Permanent Senior position,"R540,000 - R900,000 pa cost to company",17/09/2019
Senior Java Developer,Emerge,"Randburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2333059/senior-java-developer-in-randburg-gauteng-at-emerge,Permanent Senior position,"R1,000,000 - R1,200,000 pa cost to company",17/09/2019
Webmethods Developer,e-Merge IT Recruitment,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2318970/webmethods-developer-in-sandown-gauteng,Permanent Intermediate position,"R795,000 - R800,000 pa cost to company",17/09/2019
Senior Java Developer,Emerge,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2333031/senior-java-developer-in-johannesburg-gauteng-at-emerge,Permanent Senior position,"R1,000,000 - R1,200,000 pa cost to company",17/09/2019
PHP Drupal Developer,Managed Personnel Services,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2333026/php-drupal-developer-in-cape-town-cbd-western-cape,Permanent Intermediate EE position,"R25,000 - R33,000 pm basic salary plus benefits",17/09/2019
Senior C# Developer,Network IT Bruma,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2325380/senior-c%23-developer-in-centurion-gauteng,Permanent Senior position,"R50,000 - R60,000 pm cost to company",17/09/2019
Software Engineer Python Elastic Search,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2307529/software-engineer-python-elastic-search-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,17/09/2019
Senior Software Engineer Devops & Platform,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2326006/senior-software-engineer-devops-platform-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,17/09/2019
Senior Developer,101 Careers,"Umhlanga, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2332899/senior-developer-in-umhlanga-kwazulu-natal,Permanent Senior position,Undisclosed basic salary plus benefits,17/09/2019
Front-End .NET Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2332804/front-end-.net-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,16/09/2019
Senior Python Developer,Headhunters,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2332771/senior-python-developer-in-johannesburg-gauteng-at-headhunters,Permanent Intermediate position,Market Related basic salary,16/09/2019
Senior Android Developer,Headhunters,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2332750/senior-android-developer-in-johannesburg-gauteng-at-headhunters,Permanent Intermediate position,Market Related basic salary,16/09/2019
Intermediate Java Developer,Emerge,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2332633/intermediate-java-developer-in-sandown-gauteng-at-emerge,Permanent Intermediate position,"R550,000 - R600,000 pa cost to company",16/09/2019
Java Developer Senior,Emerge,"Menlyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2318459/java-developer-senior-in-menlyn-gauteng-at-emerge,Permanent Senior position,R550 - R700 ph cost to company,16/09/2019
Intermediate .NET Developer,Emerge,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2332551/intermediate-.net-developer-in-johannesburg-gauteng-at-emerge,Contract Intermediate position,"R450,000 - R550,000 pa cost to company",16/09/2019
Intermediate C# Developer Mid-Level,Emerge,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2332543/intermediate-c%23-developer-mid-level-in-johannesburg-gauteng-at-emerge,Contract Intermediate position,"R450,000 - R600,000 pa cost to company",16/09/2019
.NET Developer,MHCM,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2320967/.net-developer-in-cape-town-cbd-western-cape-at-mhcm,Contract Senior position,R200 - R260 ph cost to company incl benefits,13/09/2019
Senior Java Developer,Emerge,"Fourways, Gauteng",https://www.careerjunction.co.za/jobs/view/2318257/senior-java-developer-in-fourways-gauteng-at-emerge,Permanent Senior position,"R780,000 - R840,000 pm cost to company",12/09/2019
Devops Engineer,Emerge,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2311478/devops-engineer-in-sandown-gauteng-at-emerge,Contract Intermediate position,"R740,000 - R750,000 pa basic salary",12/09/2019
Front-End Java Developer Senior,e-Merge IT Recruitment,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2318248/front-end-java-developer-senior-in-midrand-gauteng,Contract Senior position,R500 - R750 ph cost to company,12/09/2019
Senior Android Developer,Emerge,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2325339/senior-android-developer-in-johannesburg-gauteng-at-emerge,Permanent Senior position,"R700,000 - R900,000 pa cost to company",12/09/2019
Front-End React Software Developer,Emerge,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2325353/front-end-react-software-developer-in-johannesburg-gauteng-at-emerge,Permanent Senior position,"R35,000 - R40,000 pm cost to company",12/09/2019
Java Developer Senior,Emerge,"Melrose, Gauteng",https://www.careerjunction.co.za/jobs/view/2311440/java-developer-senior-in-melrose-gauteng-at-emerge,Permanent Senior position,"R780,000 - R850,000 pm cost to company",12/09/2019
Astounding Java Developer,e-Merge IT Recruitment,"Pretoria CBD, Gauteng",https://www.careerjunction.co.za/jobs/view/2311434/astounding-java-developer-in-pretoria-cbd-gauteng,Permanent Senior position,"R650,000 - R720,000 pa cost to company",12/09/2019
Java Developer,Emerge,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2332051/java-developer-in-johannesburg-gauteng-at-emerge,Permanent Senior position,"R600,000 - R900,000 pa cost to company",12/09/2019
Java Team Lead,Emerge,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2332005/java-team-lead-in-johannesburg-gauteng-at-emerge,Permanent Senior position,"R800,000 - R1,200,000 pa cost to company",12/09/2019
Full Stack Developer,Saongroup,"Observatory, Western Cape",https://www.careerjunction.co.za/jobs/view/2320662/full-stack-developer-in-observatory-western-cape-at-saongroup,Permanent Senior position,Undisclosed cost to company,01/10/2019
1ST Line Support Engineer,Personnel Connect International,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2338246/1st-line-support-engineer-in-cape-town-cbd-western-cape-at-personnel-connect-international,Permanent Junior position,Undisclosed cost to company,16/10/2019
Java Developer,RAD Resources,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2319792/java-developer-in-centurion-gauteng,Permanent Intermediate position,"R30,000 - R35,000 pm cost to company",15/10/2019
Software Engineer Scala Java,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2322602/software-engineer-scala-java-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,15/10/2019
Software Engineer Machine Learning,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2322608/software-engineer-machine-learning-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,15/10/2019
PHP Product Specialist,Adcorp,Gauteng,https://www.careerjunction.co.za/jobs/view/2338017/php-product-specialist-in-gauteng-at-adcorp,Permanent Senior position,"R650,000 - R750,000 pa cost to company incl benefits",15/10/2019
Software Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2337913/software-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related cost to company Neg,14/10/2019
Senior C# Developer,Nigel Frank International,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2337910/senior-c%23-developer-in-midrand-gauteng-at-nigel-frank-international,Permanent Senior position,"R50,000 - R75,000 pm basic salary plus benefits",14/10/2019
Java Devops Engineer,Mediro Application Consulting,"Menlyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2337908/java-devops-engineer-in-menlyn-gauteng,Contract Senior position,Undisclosed basic salary,14/10/2019
Senior C# Developer,EQPlus,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2337689/senior-c%23-developer-in-sandown-gauteng,Permanent Senior position,"R40,000 - R55,000 pm basic salary",14/10/2019
Full Stack Mobile Developer JNR Mid Degreed,Progressive-Edge,"Stellenbosch, Western Cape",https://www.careerjunction.co.za/jobs/view/2324300/full-stack-mobile-developer-jnr-mid-degreed-in-stellenbosch-western-cape,Permanent Intermediate position,Undisclosed cost to company,14/10/2019
Senior Lead Developer,Nigel Frank International,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2337625/senior-lead-developer-in-centurion-gauteng-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,11/10/2019
Mobile Developer,Nigel Frank International,"Sandton, Gauteng",https://www.careerjunction.co.za/jobs/view/2337623/mobile-developer-in-sandton-gauteng-at-nigel-frank-international,Permanent Senior position,Market Related basic salary plus commission and benefits Neg,11/10/2019
Senior Software Developer C#.NET,Datafin Recruitment,"Epping Industrial, Western Cape",https://www.careerjunction.co.za/jobs/view/2337609/senior-software-developer-c%23.net-in-epping-industrial-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related cost to company,11/10/2019
Mid-Level Software Developer C#.NET,Datafin Recruitment,"Epping Industrial, Western Cape",https://www.careerjunction.co.za/jobs/view/2337608/mid-level-software-developer-c%23.net-in-epping-industrial-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related cost to company,11/10/2019
Android Developer,Network IT Bruma,"Johannesburg North, Gauteng",https://www.careerjunction.co.za/jobs/view/2329340/android-developer-in-johannesburg-north-gauteng,Permanent Senior position,"R650,000 - R840,000 pa cost to company",11/10/2019
Quality Assurance Tester,Impact Human Resources,"Kroonstad, Free State",https://www.careerjunction.co.za/jobs/view/2337578/quality-assurance-tester-in-kroonstad-free-state,Contract Intermediate position,Undisclosed cost to company,11/10/2019
Developer .NET Full Stack 2 Yr Contract,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2318841/developer-.net-full-stack-2-yr-contract-in-cape-town-region-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,11/10/2019
Senior C# .NET Developer,Network IT Bruma,"Johannesburg North, Gauteng",https://www.careerjunction.co.za/jobs/view/2337503/senior-c%23-.net-developer-in-johannesburg-north-gauteng,Permanent Senior position,"R650,000 - R850,000 pa cost to company",11/10/2019
Intermediate Senior Software Developer,Abantu Staffing Solutions,"Port Elizabeth, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2337438/intermediate-senior-software-developer-in-port-elizabeth-eastern-cape-at-abantu-staffing-solutions,Permanent Senior position,"R18,000 - R30,000 pm cost to company",11/10/2019
Machine Learning Engineer Python Java,Tier 1 Consultants,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2337266/machine-learning-engineer-python-java-in-cape-town-cbd-western-cape,Permanent Intermediate position,Undisclosed cost to company,10/10/2019
Java Developer,Tumaini,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2337156/java-developer-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,10/10/2019
Front-End Developer React Angular,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2337135/front-end-developer-react-angular-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,09/10/2019
Developer Aws,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2337069/developer-aws-in-cape-town-region-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,09/10/2019
Pronto ERP Analyst,Nigel Frank International,Zambia,https://www.careerjunction.co.za/jobs/view/2336945/pronto-erp-analyst-in-zambia-at-nigel-frank-international,Permanent Senior position,"$100,000 - $130,000 pa cost to company",09/10/2019
Intermediate Senior Java Developer,ASAP Resources,"Paarden Eiland, Western Cape",https://www.careerjunction.co.za/jobs/view/2336879/intermediate-senior-java-developer-in-paarden-eiland-western-cape,Contract Intermediate position,Undisclosed cost to company,09/10/2019
Security Cyber Technical Leader,Recru-it,"CPT - CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2336866/security-cyber-technical-leader-in-cpt-cbd-western-cape,Permanent Senior position,Market Related cost to company incl benefits Neg,08/10/2019
Software Developer Muizenburg,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2336824/software-developer-muizenburg-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,08/10/2019
Java Technical Architect,iOCO,"JHB - Northern Suburbs, Gauteng",https://www.careerjunction.co.za/jobs/view/2336733/java-technical-architect-in-jhb-northern-suburbs-gauteng,Permanent Senior position,"R1 - R104,000 pm cost to company",08/10/2019
Python Developer,Network IT Bruma,"Johannesburg North, Gauteng",https://www.careerjunction.co.za/jobs/view/2336688/python-developer-in-johannesburg-north-gauteng,Permanent Intermediate position,"R400,000 - R450,000 pa cost to company",08/10/2019
Senior Programmer,Network IT Bruma,"Ladybrand, Free State",https://www.careerjunction.co.za/jobs/view/2336511/senior-programmer-in-ladybrand-free-state,Permanent Senior position,"R400,000 - R450,000 pa cost to company",08/10/2019
Xamarin Developer,Network IT Bruma,"Johannesburg North, Gauteng",https://www.careerjunction.co.za/jobs/view/2336505/xamarin-developer-in-johannesburg-north-gauteng,Permanent Intermediate position,"R450,000 - R550,000 pa cost to company",08/10/2019
Data Architect,Edge Executive Search,"CPT - CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2336465/data-architect-in-cpt-cbd-western-cape,Contract Senior position,Market Related cost to company Neg,07/10/2019
Software Developer Integration,Headhunters,"Port Elizabeth, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2336423/software-developer-integration-in-port-elizabeth-eastern-cape-at-headhunters,Permanent Intermediate position,Market Related cost to company,07/10/2019
Full Stack Java Engineer,GoldenRule,"Not specified, Gauteng",https://www.careerjunction.co.za/jobs/view/2336219/full-stack-java-engineer-in-not-specified-gauteng-at-goldenrule,Permanent Intermediate position,Market Related cost to company Neg,07/10/2019
Intermediate .NET Developer,GoldenRule,"Not specified, Gauteng",https://www.careerjunction.co.za/jobs/view/2336218/intermediate-.net-developer-in-not-specified-gauteng-at-goldenrule,Permanent Intermediate position,Market Related cost to company Neg,07/10/2019
Senior Software Engineer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2336185/senior-software-engineer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related basic salary plus benefits Neg,05/10/2019
Software Engineer Platform & Devops,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2336147/software-engineer-platform-devops-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,04/10/2019
Software Engineer Front End Web,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2319258/software-engineer-front-end-web-in-cape-town-cbd-western-cape,Permanent Intermediate position,Undisclosed cost to company,04/10/2019
C# Developer,Network IT Bruma,"Cape Town: Northern Suburbs, Western Cape",https://www.careerjunction.co.za/jobs/view/2336126/c%23-developer-in-cape-town-northern-suburbs-western-cape,Permanent Intermediate position,"R450,000 - R540,000 pa cost to company",04/10/2019
Software Engineer Machine Learning,Capital H Staffing,"Stellenbosch, Western Cape",https://www.careerjunction.co.za/jobs/view/2315985/software-engineer-machine-learning-in-stellenbosch-western-cape,Permanent Intermediate position,Undisclosed basic salary,04/10/2019
Mid-Snr Integration Developer EE,Datafin Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2336123/mid-snr-integration-developer-ee-in-johannesburg-gauteng-at-datafin-recruitment,Permanent Intermediate EE position,Market Related basic salary,04/10/2019
Application Architect,Datonomy Solutions,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2335939/application-architect-in-cape-town-western-cape-at-datonomy-solutions,Contract Intermediate position,Market Related cost to company,04/10/2019
Backend Java Developer,Datonomy Solutions,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2335937/backend-java-developer-in-cape-town-western-cape-at-datonomy-solutions,Contract Intermediate position,Market Related cost to company,04/10/2019
Lead Software Developer .NET,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2335798/lead-software-developer-.net-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related basic salary Neg,03/10/2019
Devops Engineer,Emerge,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2335452/devops-engineer-in-centurion-gauteng-at-emerge,Permanent Intermediate position,"R799,999 - R800,000 pa cost to company",02/10/2019
Senior Developer C# Azure Iot in the Cloud,Emerge,"Pretoria CBD, Gauteng",https://www.careerjunction.co.za/jobs/view/2315518/senior-developer-c%23-azure-iot-in-the-cloud-in-pretoria-cbd-gauteng-at-emerge,Contract Senior position,R600 - R700 ph basic salary,02/10/2019
Senior Developer,e-Merge IT Recruitment,"Bryanston, Gauteng",https://www.careerjunction.co.za/jobs/view/2328928/senior-developer-in-bryanston-gauteng,Permanent Senior position,"R600,000 - R750,000 pa cost to company",02/10/2019
Odi Developer,EQPlus,"Pretoria CBD, Gauteng",https://www.careerjunction.co.za/jobs/view/2335269/odi-developer-in-pretoria-cbd-gauteng,Contract Senior position,Up to R550 ph basic salary,01/10/2019
Senior Developer C#,e-Merge IT Recruitment,"Pretoria CBD, Gauteng",https://www.careerjunction.co.za/jobs/view/2315367/senior-developer-c%23-in-pretoria-cbd-gauteng,Contract Senior EE position,R600 - R700 ph cost to company,01/10/2019
Senior Java Developer Remote Work with One or Two From the Office,e-Merge IT Recruitment,"Randburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2315337/senior-java-developer-remote-work-with-one-or-two-from-the-office-in-randburg-gauteng,Permanent Senior position,"R85,000 - R90,000 pm cost to company",01/10/2019
Senior Java Developer,Tumaini,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2335081/senior-java-developer-in-cape-town-cbd-western-cape,Permanent Specialist position,Undisclosed cost to company,01/10/2019
Javascript Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2335011/javascript-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,30/09/2019
