Job Title,Company,Location,Job Link,Employment Type,Compensation,Date Posted
Front End Web Designer,Datafin Recruitment,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2333630/front-end-web-designer-in-cape-town-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related cost to company,20/09/2019
Systems Analyst,EQPlus,"East London, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2332880/systems-analyst-in-east-london-eastern-cape,Permanent Intermediate position,Undisclosed basic salary,17/09/2019
Data Support Engineer,Mediro Application Consulting,"La Lucia, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2332505/data-support-engineer-in-la-lucia-kwazulu-natal,Permanent Senior position,Undisclosed cost to company,16/09/2019
Solutions Business Analyst Intermediate,Emerge,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2311886/solutions-business-analyst-intermediate-in-johannesburg-gauteng-at-emerge,Permanent Intermediate position,"R500,000 - R600,000 pa basic salary",12/09/2019
Senior Web Developer,National Research Foundation,"Pretoria, Gauteng",https://www.careerjunction.co.za/jobs/view/2336893/senior-web-developer-in-pretoria-gauteng-at-national-research-foundation,Permanent Senior position,Market Related salary,09/10/2019
Data Engineer,Adcorp,Gauteng,https://www.careerjunction.co.za/jobs/view/2337707/data-engineer-in-gauteng-at-adcorp,Permanent Senior position,"R500,000 - R700,000 pa cost to company",14/10/2019
Software Quality Analyst,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2331061/software-quality-analyst-in-cape-town-region-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,11/10/2019
Business Analyst Senior Contract,Parvana,Belgium,https://www.careerjunction.co.za/jobs/view/2335699/business-analyst-senior-contract-in-belgium-at-parvana,Permanent Senior position,Market Related cost to company Neg,04/10/2019
Junior BI Developer,Recru-it,"CPT - Northern Suburbs, Western Cape",https://www.careerjunction.co.za/jobs/view/2336000/junior-bi-developer-in-cpt-northern-suburbs-western-cape,Permanent Intermediate position,Market Related cost to company,04/10/2019
Mid-Level Java Developer,ICT Recruit,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2335954/mid-level-java-developer-in-centurion-gauteng,Permanent Intermediate position,"R25,000 - R38,000 pm cost to company incl benefits",04/10/2019
SQL Developer Fintech Neg. + Bonuses and Profit Share,Emerge,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2328864/sql-developer-fintech-neg.-%2B-bonuses-and-profit-share-in-sandown-gauteng-at-emerge,Permanent Intermediate position,"R50,000 - R55,000 pm basic salary",02/10/2019
Delphi Analyst Programmer Developer,Skill Hunters,"Selby, Gauteng",https://www.careerjunction.co.za/jobs/view/2335224/delphi-analyst-programmer-developer-in-selby-gauteng-at-skill-hunters,Permanent Intermediate position,"R50,000 - R70,000 pm cost to company",01/10/2019
SQL Developer,GG Financial Recruitment,"CPT - CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2317994/sql-developer-in-cpt-cbd-western-cape,Permanent Intermediate position,Market Related cost to company Neg,18/09/2019
PHP Developer JNR,Hi-Tech Recruitment,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2337124/php-developer-jnr-in-centurion-gauteng,Permanent Intermediate position,"R240,000 - R360,000 pa cost to company incl benefits",09/10/2019
SAP FICO Consultant,Nigel Frank International,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2336922/sap-fico-consultant-in-johannesburg-gauteng-at-nigel-frank-international,Permanent Senior position,"R80,000 - R100,000 pm cost to company",09/10/2019
Systems Developer Intern,Datafin Recruitment,"Hermanus, Western Cape",https://www.careerjunction.co.za/jobs/view/2336760/systems-developer-intern-in-hermanus-western-cape-at-datafin-recruitment,Permanent Intermediate position,"R1 - R150,000 pa basic salary",08/10/2019
Service Support Engineer,Headhunters,"Port Elizabeth, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2336430/service-support-engineer-in-port-elizabeth-eastern-cape-at-headhunters,Permanent Intermediate position,Market Related cost to company,07/10/2019
Software Developer Core Java,Hi-Tech Recruitment,"JHB - Central, Gauteng",https://www.careerjunction.co.za/jobs/view/2336157/software-developer-core-java-in-jhb-central-gauteng,Contract Intermediate position,"R25,000 - R45,000 pm cost to company incl benefits",04/10/2019
Analyst Developer BI,Recru-it,"CPT - Northern Suburbs, Western Cape",https://www.careerjunction.co.za/jobs/view/2335417/analyst-developer-bi-in-cpt-northern-suburbs-western-cape,Permanent Intermediate position,Market Related commission only,02/10/2019
Senior Business Systems Analyst,e-Merge IT Recruitment,"Century City, Western Cape",https://www.careerjunction.co.za/jobs/view/2328922/senior-business-systems-analyst-in-century-city-western-cape,Permanent Senior position,"R800,000 - R1,000,000 pa cost to company",02/10/2019
Commercial Analyst,Geotech Recruitment Cape Town,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2335237/commercial-analyst-in-cape-town-western-cape-at-geotech-recruitment-cape-town,Permanent Intermediate position,Market Related cost to company,01/10/2019
IT Customer Engineer,RAD Resources,"Nelspruit, Mpumalanga",https://www.careerjunction.co.za/jobs/view/2334960/it-customer-engineer-in-nelspruit-mpumalanga,Contract Intermediate position,"R8,000 - R11,000 pm cost to company",30/09/2019
Senior Quantitative Analyst,e-Merge IT Recruitment,"Sandton, Gauteng",https://www.careerjunction.co.za/jobs/view/2326998/senior-quantitative-analyst-in-sandton-gauteng,Permanent Senior EE position,"R940,000 - R950,000 pa cost to company",23/09/2019
C# Software Developer,Emerge,"Menlyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2326375/c%23-software-developer-in-menlyn-gauteng-at-emerge,Permanent Intermediate position,"R650,000 - R700,000 pa cost to company",18/09/2019
Full Stack Web Developer PHP,Emerge,"Melrose, Gauteng",https://www.careerjunction.co.za/jobs/view/2318254/full-stack-web-developer-php-in-melrose-gauteng-at-emerge,Permanent Intermediate position,"R300,000 - R420,000 pm cost to company",12/09/2019
Senior Business Analyst,e-Merge IT Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2325271/senior-business-analyst-in-johannesburg-gauteng,Contract Senior position,R450 - R500 ph cost to company,12/09/2019
Senior Business Analyst,e-Merge IT Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2311429/senior-business-analyst-in-johannesburg-gauteng,Contract Senior position,R450 - R500 ph cost to company,12/09/2019
Systems Engineer,National Research Foundation,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2337294/systems-engineer-in-cape-town-western-cape-at-national-research-foundation,Permanent Intermediate position,Market Related salary,10/10/2019
Developer SQL Python and C#,Skill Hunters,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2337738/developer-sql-python-and-c%23-in-midrand-gauteng-at-skill-hunters,Permanent Intermediate position,"R40,000 - R50,000 pm cost to company",14/10/2019
Front-End Developer,Network IT Bruma,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2331913/front-end-developer-in-centurion-gauteng,Permanent Senior position,"R30,000 - R40,000 pm cost to company",11/10/2019
Intermediate Software Engineer X 5,Carlysle Human Capital,"JHB - Northern Suburbs, Gauteng",https://www.careerjunction.co.za/jobs/view/2314807/intermediate-software-engineer-x-5-in-jhb-northern-suburbs-gauteng,Permanent Intermediate position,Market Related commission only,07/10/2019
IT Project Manager,Isilumko Staffing,"Hotazel, Northern Cape",https://www.careerjunction.co.za/jobs/view/2336173/it-project-manager-in-hotazel-northern-cape,Permanent Specialist position,Undisclosed cost to company,04/10/2019
Software Developer,Hi-Tech Recruitment,"JHB - Central, Gauteng",https://www.careerjunction.co.za/jobs/view/2336158/software-developer-in-jhb-central-gauteng,Permanent Intermediate position,"R25,000 - R75,000 pa cost to company incl benefits",04/10/2019
Systems Integration Analyst,Professional Sourcing,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2289662/systems-integration-analyst-in-johannesburg-gauteng,Permanent Senior position,Undisclosed cost to company incl benefits,04/10/2019
Front-End Developer,e-Merge IT Recruitment,"Menlyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2335651/front-end-developer-in-menlyn-gauteng,Contract Senior position,"R1,000,000 - R1,200,000 pm cost to company",03/10/2019
Junior Java Developer,Network IT Bruma,"Cape Town: Southern Suburbs, Western Cape",https://www.careerjunction.co.za/jobs/view/2335542/junior-java-developer-in-cape-town-southern-suburbs-western-cape,Permanent Senior position,"R20,000 - R25,000 pm cost to company incl benefits",02/10/2019
Information Security Officer,Indlovukazi Recruitment,"Rondebosch, Western Cape",https://www.careerjunction.co.za/jobs/view/2323503/information-security-officer-in-rondebosch-western-cape,Permanent Intermediate position,Undisclosed cost to company incl benefits,27/09/2019
Intermediate BI Analyst Developer T-SQL,e-Merge IT Recruitment,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2327344/intermediate-bi-analyst-developer-t-sql-in-sandown-gauteng,Permanent Intermediate position,"R400,000 - R500,000 pa cost to company",25/09/2019
Senior Data Analyst,MPC Recruitment,"East London, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2334100/senior-data-analyst-in-east-london-eastern-cape,Permanent Senior position,Undisclosed basic salary,25/09/2019
Software Developer,Afro Miaki,"Randfontein, Gauteng",https://www.careerjunction.co.za/jobs/view/2333644/software-developer-in-randfontein-gauteng,Permanent Senior position,"R48,000 - R77,000 pm basic salary",20/09/2019
Robot Programmer,Kwena Human Capital,"Durban Region, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2333573/robot-programmer-in-durban-region-kwazulu-natal,Permanent Intermediate position,Undisclosed cost to company incl benefits,19/09/2019
Web Developer,SD Recruitment (Pty) Ltd,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2333207/web-developer-in-cape-town-western-cape-at-sd-recruitment-pty-ltd,Permanent Intermediate position,Market Related basic salary Neg,18/09/2019
Java Developer Java EE Fixed Term Contract,e-Merge IT Recruitment,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2333091/java-developer-java-ee-fixed-term-contract-in-sandown-gauteng,Contract Intermediate position,"R690,000 - R700,000 pa cost to company",18/09/2019
Junior Software Developer Java J2EE SQL,e-Merge IT Recruitment,"Potchefstroom Town, North West",https://www.careerjunction.co.za/jobs/view/2333058/junior-software-developer-java-j2ee-sql-in-potchefstroom-town-north-west,Permanent Junior position,R239 - R240 pa cost to company,17/09/2019
Data Scientist,e-Merge IT Recruitment,"Durban North, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2326025/data-scientist-in-durban-north-kwazulu-natal,Permanent Senior position,"R719,000 - R720,000 pa cost to company",17/09/2019
Data Scientist,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2307527/data-scientist-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,17/09/2019
SAP ABAP Developer,DCV Sabenza IT,"Rosslyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2332871/sap-abap-developer-in-rosslyn-gauteng-at-dcv-sabenza-it,Contract Senior position,R500 - R650 ph basic salary,17/09/2019
Web Developer,Novigo,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2338066/web-developer-in-centurion-gauteng,Permanent Intermediate position,Undisclosed cost to company,15/10/2019
BI Developer,Mediro Application Consulting,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2337906/bi-developer-in-johannesburg-gauteng,Permanent Senior position,Undisclosed cost to company,14/10/2019
Front-End Developer,Hi-Tech Recruitment,"JHB - Northern Suburbs, Gauteng",https://www.careerjunction.co.za/jobs/view/2337108/front-end-developer-in-jhb-northern-suburbs-gauteng,Permanent Intermediate position,"R360,000 - R800,000 pa cost to company incl benefits",09/10/2019
Mobile Developer Android & iOS,NextLeaders,"North Riding, Gauteng",https://www.careerjunction.co.za/jobs/view/2336245/mobile-developer-android-ios-in-north-riding-gauteng,Permanent Junior position,"R10,000 - R25,000 pm cost to company",07/10/2019
Analyst Programmer,Talenttac,"Bellville, Western Cape",https://www.careerjunction.co.za/jobs/view/2335867/analyst-programmer-in-bellville-western-cape,Permanent Intermediate position,Undisclosed cost to company,03/10/2019
Software Developer,Network IT Bruma,"Johannesburg North, Gauteng",https://www.careerjunction.co.za/jobs/view/2335840/software-developer-in-johannesburg-north-gauteng,Permanent Senior position,Market Related basic salary,03/10/2019
Information Security Analyst,Staffing Direct,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2335105/information-security-analyst-in-cape-town-region-western-cape,Contract Specialist position,Undisclosed basic salary,01/10/2019
Business Analyst,Emerge,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2327370/business-analyst-in-johannesburg-gauteng-at-emerge,Permanent Senior position,"R550,000 - R600,000 pa cost to company",25/09/2019
Java Developer,e-Merge IT Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2327519/java-developer-in-johannesburg-gauteng,Permanent Junior EE position,"R290,000 - R300,000 pa cost to company",25/09/2019
Business Analyst Financial Services,Datonomy Solutions,"Pinelands, Western Cape",https://www.careerjunction.co.za/jobs/view/2334131/business-analyst-financial-services-in-pinelands-western-cape-at-datonomy-solutions,Contract Intermediate position,Market Related cost to company,25/09/2019
Software Developer,wePlace,"JHB - Northern Suburbs, Gauteng",https://www.careerjunction.co.za/jobs/view/2334080/software-developer-in-jhb-northern-suburbs-gauteng,Permanent Senior position,Market Related cost to company,24/09/2019
C#.NET Developer Intermediate Senior,Fourier Recruitment,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2333849/c%23.net-developer-intermediate-senior-in-midrand-gauteng-at-fourier-recruitment,Permanent Senior position,"R540,000 - R780,000 pm cost to company",21/09/2019
Junior C# Developer,Manpower SA,"CPT - Southern Suburbs, Western Cape",https://www.careerjunction.co.za/jobs/view/2333181/junior-c%23-developer-in-cpt-southern-suburbs-western-cape,Permanent Junior position,Market Related cost to company Neg,18/09/2019
QA Automation Engineer,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2325832/qa-automation-engineer-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,17/09/2019
Business Analyst Intermediate,e-Merge IT Recruitment,"Bellville, Western Cape",https://www.careerjunction.co.za/jobs/view/2325893/business-analyst-intermediate-in-bellville-western-cape,Permanent Intermediate position,"R600,000 - R650,000 pa cost to company",17/09/2019
Technical Specialist,101 Careers,"Umhlanga Ridge, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2332906/technical-specialist-in-umhlanga-ridge-kwazulu-natal,Permanent Intermediate position,Undisclosed basic salary plus benefits,17/09/2019
Enterprise Application Architect,The Human Capital Group,"Pretoria CBD, Gauteng",https://www.careerjunction.co.za/jobs/view/2324047/enterprise-application-architect-in-pretoria-cbd-gauteng,Permanent Management EE position,Undisclosed cost to company,17/09/2019
Front End Developer Work From Home,MIT Recruitment,"Bellville, Western Cape",https://www.careerjunction.co.za/jobs/view/2322587/front-end-developer-work-from-home-in-bellville-western-cape,Permanent Senior position,Undisclosed cost to company,15/10/2019
Data Engineer,SET,"Fairland, Gauteng",https://www.careerjunction.co.za/jobs/view/2336006/data-engineer-in-fairland-gauteng-at-set,Permanent Intermediate EE position,"R600,000 - R900,000 pa cost to company incl benefits",04/10/2019
Oracle Developer,GoldenRule,"Not specified, Gauteng",https://www.careerjunction.co.za/jobs/view/2335313/oracle-developer-in-not-specified-gauteng-at-goldenrule,Permanent Intermediate position,Market Related cost to company Neg,01/10/2019
Full Stack Web Developer,Indlovukazi Recruitment,"Rosebank, Gauteng",https://www.careerjunction.co.za/jobs/view/2326750/full-stack-web-developer-in-rosebank-gauteng,Permanent Senior position,Undisclosed cost to company incl benefits,27/09/2019
SQL Analyst Developer,e-Merge IT Recruitment,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2334119/sql-analyst-developer-in-sandown-gauteng,Permanent Intermediate position,Undisclosed cost to company,25/09/2019
SQL Analyst Developer,e-Merge IT Recruitment,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2334117/sql-analyst-developer-in-sandown-gauteng,Permanent Intermediate position,Undisclosed cost to company,25/09/2019
Junior Full Stack Developer,Network IT Bruma,"Johannesburg North, Gauteng",https://www.careerjunction.co.za/jobs/view/2333964/junior-full-stack-developer-in-johannesburg-north-gauteng,Permanent Senior position,"R750,000 - R840,000 pa cost to company",23/09/2019
C# Software Engineer,e-Merge IT Recruitment,"Parktown, Gauteng",https://www.careerjunction.co.za/jobs/view/2327092/c%23-software-engineer-in-parktown-gauteng,Permanent Intermediate EE position,"R35,000 - R60,000 pm cost to company",23/09/2019
Information Systems Manager,Isilumko Staffing,"Hotazel, Northern Cape",https://www.careerjunction.co.za/jobs/view/2333199/information-systems-manager-in-hotazel-northern-cape,Permanent Specialist EE position,Undisclosed cost to company,18/09/2019
Systems Analyst,EQPlus,"East London, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2332884/systems-analyst-in-east-london-eastern-cape,Permanent Intermediate position,Undisclosed basic salary,17/09/2019
Software Developer,Emerge,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2332754/software-developer-in-sandown-gauteng-at-emerge,Permanent Senior position,"R600,000 - R800,000 pa cost to company",16/09/2019
JNR Int C# MVC Developer,ICT Recruit,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2325508/jnr-int-c%23-mvc-developer-in-centurion-gauteng,Contract Intermediate position,"R15,000 - R20,000 pm basic salary",16/09/2019
Full Stack Developer,Value Logistics,"Germiston, Gauteng",https://www.careerjunction.co.za/jobs/view/2337459/full-stack-developer-in-germiston-gauteng-at-value-logistics,Permanent Senior position,Undisclosed cost to company,14/10/2019
Data Scientist,QI Strategic Consulting,"Melrose, Gauteng",https://www.careerjunction.co.za/jobs/view/2292280/data-scientist-in-melrose-gauteng,Permanent Specialist EE position,Undisclosed cost to company,10/10/2019
Systems Operational Analyst,Professional Sourcing,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2289664/systems-operational-analyst-in-johannesburg-gauteng,Permanent Senior position,Undisclosed cost to company incl benefits,04/10/2019
Senior Database Administrator,Staffing Direct,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2335766/senior-database-administrator-in-cape-town-region-western-cape,Permanent Specialist EE position,Undisclosed cost to company,03/10/2019
Senior Software Engineer Fintech Neg.,e-Merge IT Recruitment,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2328863/senior-software-engineer-fintech-neg.-in-sandown-gauteng,Permanent Senior position,"R65,000 - R70,000 pm cost to company",02/10/2019
Java Developer,GoldenRule,"Not specified, Gauteng",https://www.careerjunction.co.za/jobs/view/2334816/java-developer-in-not-specified-gauteng-at-goldenrule,Permanent Intermediate position,Market Related cost to company Neg,30/09/2019
Software Developer,Network IT Bruma,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2334632/software-developer-in-midrand-gauteng,Permanent Senior position,"R40,000 - R45,000 pm cost to company",27/09/2019
Java Software Developer,Network IT Bruma,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2334593/java-software-developer-in-centurion-gauteng,Permanent Intermediate position,"R456,000 - R540,000 pa cost to company incl benefits",27/09/2019
SQL Analyst Developer,e-Merge IT Recruitment,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2334118/sql-analyst-developer-in-sandown-gauteng,Permanent Intermediate position,Undisclosed cost to company,25/09/2019
Junior C# Developer,e-Merge IT Recruitment,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2327245/junior-c%23-developer-in-sandown-gauteng,Permanent Junior position,Undisclosed cost to company,25/09/2019
PHP Developer,Nigel Frank International,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2334066/php-developer-in-johannesburg-gauteng-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary plus benefits Neg,24/09/2019
Front End Developer,Candidate Connect,"Woodstock, Western Cape",https://www.careerjunction.co.za/jobs/view/2333073/front-end-developer-in-woodstock-western-cape,Permanent Specialist position,"R40,000 - R60,000 pm cost to company incl benefits",17/09/2019
Senior Solutions Architect,Elite Search and Selection,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2332796/senior-solutions-architect-in-midrand-gauteng,Permanent Senior position,"R40,000 - R60,000 pm cost to company incl benefits",16/09/2019
Software Engineer Analyst Quality,Geotech,"Allen's Nek, Gauteng",https://www.careerjunction.co.za/jobs/view/2332105/software-engineer-analyst-quality-in-allen-s-nek-gauteng,Permanent Senior position,Undisclosed cost to company,12/09/2019
Regulatory Reporting Analyst,Wexford Search and Selection,"Waterkloof, Gauteng",https://www.careerjunction.co.za/jobs/view/2336983/regulatory-reporting-analyst-in-waterkloof-gauteng,Permanent Senior position,"R600,000 - R850,000 pa basic salary",09/10/2019
Business Analyst,GoldenRule,"Not specified, Gauteng",https://www.careerjunction.co.za/jobs/view/2336670/business-analyst-in-not-specified-gauteng-at-goldenrule,Permanent Intermediate position,Market Related cost to company Neg,08/10/2019
Junior Data Analyst,MPC Recruitment,"East London, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2336669/junior-data-analyst-in-east-london-eastern-cape,Permanent Junior position,Undisclosed cost to company,08/10/2019
Junior PHP Developer,Network IT Bruma,"Johannesburg North, Gauteng",https://www.careerjunction.co.za/jobs/view/2336502/junior-php-developer-in-johannesburg-north-gauteng,Permanent Intermediate position,"R300,000 - R350,000 pa cost to company",08/10/2019
ICT Officer,Adcorp,"Port Elizabeth, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2335985/ict-officer-in-port-elizabeth-eastern-cape-at-adcorp,Permanent Intermediate position,Market Related cost to company Neg,04/10/2019
PHP Developer Full Stack,Hi-Tech Recruitment,"JHB - Central, Gauteng",https://www.careerjunction.co.za/jobs/view/2335190/php-developer-full-stack-in-jhb-central-gauteng,Permanent Intermediate position,"R720,000 - R900,000 pa cost to company incl benefits",01/10/2019
Intermediate Data Scientist X 2,Carlysle Human Capital,"JHB - Northern Suburbs, Gauteng",https://www.careerjunction.co.za/jobs/view/2314809/intermediate-data-scientist-x-2-in-jhb-northern-suburbs-gauteng,Permanent Intermediate position,Market Related commission only,30/09/2019
Senior Technical Engineer,Execz Executive Placements,"Cairo, Egypt",https://www.careerjunction.co.za/jobs/view/2334380/senior-technical-engineer-in-cairo-egypt,Contract Senior position,Undisclosed basic salary,26/09/2019
Junior C# Developer,e-Merge IT Recruitment,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2327321/junior-c%23-developer-in-sandown-gauteng,Permanent Junior position,Undisclosed cost to company,25/09/2019
Junior C# Developer,e-Merge IT Recruitment,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2327324/junior-c%23-developer-in-sandown-gauteng,Permanent Junior position,Undisclosed cost to company,25/09/2019
Scrum Master,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2334067/scrum-master-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related basic salary plus benefits Neg,24/09/2019
Senior C# Developer Software Developer,e-Merge IT Recruitment,"Paulshof, Gauteng",https://www.careerjunction.co.za/jobs/view/2333612/senior-c%23-developer-software-developer-in-paulshof-gauteng,Permanent Senior position,"R750,000 - R800,000 pa cost to company",20/09/2019
Front End Developer Angular .NET C#,Datafin Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2333455/front-end-developer-angular-.net-c%23-in-johannesburg-gauteng-at-datafin-recruitment,Permanent Intermediate position,Market Related basic salary,19/09/2019
Junior Developer,Emerge,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2332614/junior-developer-in-johannesburg-gauteng-at-emerge,Contract Intermediate position,"R450,000 - R600,000 pa cost to company",16/09/2019
Systems Analyst Designer,Emerge,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2325424/systems-analyst-designer-in-sandown-gauteng-at-emerge,Permanent Senior position,"R900,000 - R990,000 pa cost to company",12/09/2019
Senior Business Analyst,e-Merge IT Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2325270/senior-business-analyst-in-johannesburg-gauteng,Contract Senior position,R450 - R500 ph cost to company,12/09/2019
ICT Officer,Drake International,"Port Elizabeth, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2336486/ict-officer-in-port-elizabeth-eastern-cape-at-drake-international,Permanent Intermediate position,"R380,000 - R380,001 pa cost to company",07/10/2019
IT Application Specialist,Datafin Recruitment,"Brackenfell, Western Cape",https://www.careerjunction.co.za/jobs/view/2336035/it-application-specialist-in-brackenfell-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related cost to company,04/10/2019
Web Developer,Network IT Bruma,"Johannesburg East, Gauteng",https://www.careerjunction.co.za/jobs/view/2335841/web-developer-in-johannesburg-east-gauteng,Permanent Senior position,"R400,000 - R600,000 pm cost to company",03/10/2019
Business Analyst Financial Investment,Elite Search and Selection,"JHB - Northern Suburbs, Gauteng",https://www.careerjunction.co.za/jobs/view/2335411/business-analyst-financial-investment-in-jhb-northern-suburbs-gauteng,Contract Senior position,Market Related basic salary Neg,02/10/2019
Senior Security Specialist,Mediro Application Consulting,"Menlyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2334908/senior-security-specialist-in-menlyn-gauteng,Permanent Senior EE position,Undisclosed cost to company incl benefits,30/09/2019
Web Developer,T-Zone,"Milnerton, Western Cape",https://www.careerjunction.co.za/jobs/view/2333858/web-developer-in-milnerton-western-cape,Permanent Junior position,"R25,000 - R35,000 pm basic salary",22/09/2019
Frontend Developer Angular Senior,e-Merge IT Recruitment,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2333053/frontend-developer-angular-senior-in-midrand-gauteng,Permanent Senior position,"R1,000,000 - R1,200,000 pa cost to company",17/09/2019
Web Developer,Deloitte,"Woodmead, Gauteng",https://www.careerjunction.co.za/jobs/view/2337931/web-developer-in-woodmead-gauteng-at-deloitte,Contract Intermediate position,Market Related cost to company,15/10/2019
QA Automation Engineer,Hi-Tech Recruitment,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2337116/qa-automation-engineer-in-centurion-gauteng,Permanent Intermediate position,"R420,000 - R800,000 pa cost to company incl benefits",09/10/2019
BI Information Analyst Business Analyst,Deloitte,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2336152/bi-information-analyst-business-analyst-in-cape-town-western-cape-at-deloitte,Permanent Intermediate position,Market Related basic salary,04/10/2019
Developer C#,BASHR Consulting,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2334852/developer-c%23-in-johannesburg-gauteng-at-bashr-consulting,Contract Senior position,"R580,000 - R680,000 pa basic salary",30/09/2019
IT Developer,Fempower Personnel,"JHB - Central, Gauteng",https://www.careerjunction.co.za/jobs/view/2334567/it-developer-in-jhb-central-gauteng,Permanent Intermediate position,Market Related basic salary,27/09/2019
Junior Microsoft Server Engineer,Emerge,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2334418/junior-microsoft-server-engineer-in-cape-town-cbd-western-cape-at-emerge,Permanent Junior position,"R500,000 - R550,000 pa cost to company",26/09/2019
Treasury Business Systems Analyst L,Emerge,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2325861/treasury-business-systems-analyst-l-in-johannesburg-gauteng-at-emerge,Contract Senior position,"R900,000 - R1,100,000 pa cost to company",17/09/2019
Systems Analyst,Emerge,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2325869/systems-analyst-in-johannesburg-gauteng-at-emerge,Permanent Senior position,"R850,000 - R950,000 pa cost to company",17/09/2019
